,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,0.0,0.018353174603174604,0.005952380952380952,0.026041666666666668,0.050595238095238096,0.007936507936507936,0.05505952380952381,0.05233134920634921,0.048859126984126984,0.016617063492063492,0.050595238095238096,0.009424603174603174,0.033482142857142856,0.031746031746031744,0.06299603174603174,0.03298611111111111,0.04265873015873016,0.025793650793650792,0.019097222222222224
C4,0.018353174603174604,0.0,0.061507936507936505,0.01636904761904762,0.042162698412698416,0.03720238095238095,0.026785714285714284,0.006448412698412698,0.014136904761904762,0.04365079365079365,0.00496031746031746,0.07589285714285714,0.01984126984126984,0.023561507936507936,0.023065476190476192,0.008680555555555556,0.010912698412698412,0.1076388888888889,0.10218253968253968
Cz,0.005952380952380952,0.061507936507936505,0.0,0.09052579365079365,0.11011904761904762,0.09350198412698413,0.03720238095238095,0.06274801587301587,0.04836309523809524,0.05282738095238095,0.06944444444444445,0.09325396825396826,0.078125,0.11160714285714286,0.029017857142857144,0.011160714285714286,0.03869047619047619,0.045882936507936505,0.07415674603174603
F3,0.026041666666666668,0.01636904761904762,0.09052579365079365,0.0,0.020089285714285716,0.029513888888888888,0.09052579365079365,0.07911706349206349,0.07465277777777778,0.03422619047619048,0.012152777777777778,0.02703373015873016,0.015625,0.0662202380952381,0.07142857142857142,0.011408730158730158,0.004712301587301587,0.0716765873015873,0.026537698412698412
F4,0.050595238095238096,0.042162698412698416,0.11011904761904762,0.020089285714285716,0.0,0.016617063492063492,0.019097222222222224,0.002976190476190476,0.004712301587301587,0.006944444444444444,0.04117063492063492,0.018601190476190476,0.010168650793650794,0.002976190476190476,0.015873015873015872,0.06969246031746032,0.040426587301587304,0.032242063492063495,0.00496031746031746
F7,0.007936507936507936,0.03720238095238095,0.09350198412698413,0.029513888888888888,0.016617063492063492,0.0,0.053075396825396824,0.000496031746031746,0.007192460317460317,0.03695436507936508,0.03993055555555555,0.06398809523809523,0.003968253968253968,0.04117063492063492,0.02976190476190476,0.02628968253968254,0.017857142857142856,0.10143849206349206,0.03968253968253968
F8,0.05505952380952381,0.026785714285714284,0.03720238095238095,0.09052579365079365,0.019097222222222224,0.053075396825396824,0.0,0.08060515873015874,0.04712301587301587,0.010168650793650794,0.08606150793650794,0.03546626984126984,0.024553571428571428,0.046875,0.03794642857142857,0.020833333333333332,0.06274801587301587,0.06448412698412699,0.028521825396825396
Fp1,0.05233134920634921,0.006448412698412698,0.06274801587301587,0.07911706349206349,0.002976190476190476,0.000496031746031746,0.08060515873015874,0.0,0.056299603174603176,0.029017857142857144,0.06547619047619048,0.031994047619047616,0.001488095238095238,0.01314484126984127,0.018353174603174604,0.000248015873015873,0.02058531746031746,0.06746031746031746,0.014632936507936508
Fp2,0.048859126984126984,0.014136904761904762,0.04836309523809524,0.07465277777777778,0.004712301587301587,0.007192460317460317,0.04712301587301587,0.056299603174603176,0.0,0.03298611111111111,0.07514880952380952,0.027529761904761904,0.003720238095238095,0.010168650793650794,0.003472222222222222,0.004464285714285714,0.042162698412698416,0.04513888888888889,0.004216269841269841
Fz,0.016617063492063492,0.04365079365079365,0.05282738095238095,0.03422619047619048,0.006944444444444444,0.03695436507936508,0.010168650793650794,0.029017857142857144,0.03298611111111111,0.0,0.011408730158730158,0.007192460317460317,0.006448412698412698,0.015873015873015872,0.011656746031746032,0.051587301587301584,0.029017857142857144,0.004464285714285714,0.03943452380952381
O1,0.050595238095238096,0.00496031746031746,0.06944444444444445,0.012152777777777778,0.04117063492063492,0.03993055555555555,0.08606150793650794,0.06547619047619048,0.07514880952380952,0.011408730158730158,0.0,0.008680555555555556,0.029017857142857144,0.053323412698412696,0.05580357142857143,0.008928571428571428,0.022817460317460316,0.05257936507936508,0.009176587301587302
O2,0.009424603174603174,0.07589285714285714,0.09325396825396826,0.02703373015873016,0.018601190476190476,0.06398809523809523,0.03546626984126984,0.031994047619047616,0.027529761904761904,0.007192460317460317,0.008680555555555556,0.0,0.031001984126984128,0.0441468253968254,0.023313492063492064,0.05357142857142857,0.011408730158730158,0.04017857142857143,0.002728174603174603
P3,0.033482142857142856,0.01984126984126984,0.078125,0.015625,0.010168650793650794,0.003968253968253968,0.024553571428571428,0.001488095238095238,0.003720238095238095,0.006448412698412698,0.029017857142857144,0.031001984126984128,0.0,0.011160714285714286,0.010416666666666666,0.04290674603174603,0.01066468253968254,0.05580357142857143,0.012896825396825396
P4,0.031746031746031744,0.023561507936507936,0.11160714285714286,0.0662202380952381,0.002976190476190476,0.04117063492063492,0.046875,0.01314484126984127,0.010168650793650794,0.015873015873015872,0.053323412698412696,0.0441468253968254,0.011160714285714286,0.0,0.00818452380952381,0.03422619047619048,0.036210317460317464,0.10714285714285714,0.03447420634920635
Pz,0.06299603174603174,0.023065476190476192,0.029017857142857144,0.07142857142857142,0.015873015873015872,0.02976190476190476,0.03794642857142857,0.018353174603174604,0.003472222222222222,0.011656746031746032,0.05580357142857143,0.023313492063492064,0.010416666666666666,0.00818452380952381,0.0,0.011408730158730158,0.04241071428571429,0.037698412698412696,0.011160714285714286
T3,0.03298611111111111,0.008680555555555556,0.011160714285714286,0.011408730158730158,0.06969246031746032,0.02628968253968254,0.020833333333333332,0.000248015873015873,0.004464285714285714,0.051587301587301584,0.008928571428571428,0.05357142857142857,0.04290674603174603,0.03422619047619048,0.011408730158730158,0.0,0.012648809523809524,0.006448412698412698,0.062003968253968256
T4,0.04265873015873016,0.010912698412698412,0.03869047619047619,0.004712301587301587,0.040426587301587304,0.017857142857142856,0.06274801587301587,0.02058531746031746,0.042162698412698416,0.029017857142857144,0.022817460317460316,0.011408730158730158,0.01066468253968254,0.036210317460317464,0.04241071428571429,0.012648809523809524,0.0,0.04563492063492063,0.005456349206349206
T5,0.025793650793650792,0.1076388888888889,0.045882936507936505,0.0716765873015873,0.032242063492063495,0.10143849206349206,0.06448412698412699,0.06746031746031746,0.04513888888888889,0.004464285714285714,0.05257936507936508,0.04017857142857143,0.05580357142857143,0.10714285714285714,0.037698412698412696,0.006448412698412698,0.04563492063492063,0.0,0.01636904761904762
T6,0.019097222222222224,0.10218253968253968,0.07415674603174603,0.026537698412698412,0.00496031746031746,0.03968253968253968,0.028521825396825396,0.014632936507936508,0.004216269841269841,0.03943452380952381,0.009176587301587302,0.002728174603174603,0.012896825396825396,0.03447420634920635,0.011160714285714286,0.062003968253968256,0.005456349206349206,0.01636904761904762,0.0
