,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,0.0,0.0248015873015873,0.024305555555555556,0.06349206349206349,0.005456349206349206,0.028521825396825396,0.015376984126984126,0.028273809523809524,0.0220734126984127,0.006696428571428571,0.013888888888888888,0.03125,0.06001984126984127,0.025297619047619048,0.022569444444444444,0.009672619047619048,0.008432539682539682,0.01066468253968254,0.012896825396825396
C4,0.0248015873015873,0.0,0.025049603174603176,0.005208333333333333,0.009424603174603174,0.005456349206349206,0.04439484126984127,0.03149801587301587,0.07142857142857142,0.018849206349206348,0.004464285714285714,0.001240079365079365,0.030257936507936508,0.017857142857142856,0.003224206349206349,0.01711309523809524,0.036210317460317464,0.04836309523809524,0.031994047619047616
Cz,0.024305555555555556,0.025049603174603176,0.0,0.03695436507936508,0.013888888888888888,0.018105158730158732,0.018601190476190476,0.002728174603174603,0.09300595238095238,0.001488095238095238,0.010168650793650794,0.00496031746031746,0.015625,0.03943452380952381,0.051835317460317464,0.014136904761904762,0.02132936507936508,0.034970238095238096,0.023561507936507936
F3,0.06349206349206349,0.005208333333333333,0.03695436507936508,0.0,0.012152777777777778,0.009176587301587302,0.016617063492063492,0.029513888888888888,0.028025793650793652,0.002232142857142857,0.01066468253968254,0.010168650793650794,0.028025793650793652,0.03149801587301587,0.004216269841269841,0.008680555555555556,0.02058531746031746,0.00248015873015873,0.03546626984126984
F4,0.005456349206349206,0.009424603174603174,0.013888888888888888,0.012152777777777778,0.0,0.007936507936507936,0.020337301587301588,0.00248015873015873,0.03670634920634921,0.04117063492063492,0.01984126984126984,0.00992063492063492,0.013640873015873016,0.011904761904761904,0.002728174603174603,0.014632936507936508,0.04662698412698413,0.000496031746031746,0.012648809523809524
F7,0.028521825396825396,0.005456349206349206,0.018105158730158732,0.009176587301587302,0.007936507936507936,0.0,0.010168650793650794,0.001488095238095238,0.041666666666666664,0.020089285714285716,0.001984126984126984,0.013888888888888888,0.033234126984126984,0.007688492063492063,0.013392857142857142,0.01066468253968254,0.026041666666666668,0.03943452380952381,0.028769841269841268
F8,0.015376984126984126,0.04439484126984127,0.018601190476190476,0.016617063492063492,0.020337301587301588,0.010168650793650794,0.0,0.007936507936507936,0.04861111111111111,0.004464285714285714,0.017609126984126984,0.002232142857142857,0.002728174603174603,0.006200396825396825,0.003968253968253968,0.01314484126984127,0.007192460317460317,0.00744047619047619,0.011656746031746032
Fp1,0.028273809523809524,0.03149801587301587,0.002728174603174603,0.029513888888888888,0.00248015873015873,0.001488095238095238,0.007936507936507936,0.0,0.03249007936507937,0.011160714285714286,0.011656746031746032,0.011656746031746032,0.012896825396825396,0.018849206349206348,0.013888888888888888,0.000248015873015873,0.04290674603174603,0.008928571428571428,0.015128968253968254
Fp2,0.0220734126984127,0.07142857142857142,0.09300595238095238,0.028025793650793652,0.03670634920634921,0.041666666666666664,0.04861111111111111,0.03249007936507937,0.0,0.019345238095238096,0.03125,0.001240079365079365,0.007688492063492063,0.018849206349206348,0.014136904761904762,0.025793650793650792,0.012152777777777778,0.0248015873015873,0.007936507936507936
Fz,0.006696428571428571,0.018849206349206348,0.001488095238095238,0.002232142857142857,0.04117063492063492,0.020089285714285716,0.004464285714285714,0.011160714285714286,0.019345238095238096,0.0,0.04117063492063492,0.018105158730158732,0.002976190476190476,0.004216269841269841,0.01636904761904762,0.03125,0.0248015873015873,0.007688492063492063,0.007192460317460317
O1,0.013888888888888888,0.004464285714285714,0.010168650793650794,0.01066468253968254,0.01984126984126984,0.001984126984126984,0.017609126984126984,0.011656746031746032,0.03125,0.04117063492063492,0.0,0.008432539682539682,0.015625,0.014632936507936508,0.009424603174603174,0.002232142857142857,0.041666666666666664,0.014632936507936508,0.014384920634920634
O2,0.03125,0.001240079365079365,0.00496031746031746,0.010168650793650794,0.00992063492063492,0.013888888888888888,0.002232142857142857,0.011656746031746032,0.001240079365079365,0.018105158730158732,0.008432539682539682,0.0,0.02703373015873016,0.017361111111111112,0.013640873015873016,0.002728174603174603,0.004464285714285714,0.022569444444444444,0.003224206349206349
P3,0.06001984126984127,0.030257936507936508,0.015625,0.028025793650793652,0.013640873015873016,0.033234126984126984,0.002728174603174603,0.012896825396825396,0.007688492063492063,0.002976190476190476,0.015625,0.02703373015873016,0.0,0.03422619047619048,0.001736111111111111,0.020089285714285716,0.017361111111111112,0.002976190476190476,0.001488095238095238
P4,0.025297619047619048,0.017857142857142856,0.03943452380952381,0.03149801587301587,0.011904761904761904,0.007688492063492063,0.006200396825396825,0.018849206349206348,0.018849206349206348,0.004216269841269841,0.014632936507936508,0.017361111111111112,0.03422619047619048,0.0,0.020833333333333332,0.014136904761904762,0.02554563492063492,0.023561507936507936,0.013392857142857142
Pz,0.022569444444444444,0.003224206349206349,0.051835317460317464,0.004216269841269841,0.002728174603174603,0.013392857142857142,0.003968253968253968,0.013888888888888888,0.014136904761904762,0.01636904761904762,0.009424603174603174,0.013640873015873016,0.001736111111111111,0.020833333333333332,0.0,0.01066468253968254,0.011160714285714286,0.030009920634920636,0.033482142857142856
T3,0.009672619047619048,0.01711309523809524,0.014136904761904762,0.008680555555555556,0.014632936507936508,0.01066468253968254,0.01314484126984127,0.000248015873015873,0.025793650793650792,0.03125,0.002232142857142857,0.002728174603174603,0.020089285714285716,0.014136904761904762,0.01066468253968254,0.0,0.016617063492063492,0.01240079365079365,0.008680555555555556
T4,0.008432539682539682,0.036210317460317464,0.02132936507936508,0.02058531746031746,0.04662698412698413,0.026041666666666668,0.007192460317460317,0.04290674603174603,0.012152777777777778,0.0248015873015873,0.041666666666666664,0.004464285714285714,0.017361111111111112,0.02554563492063492,0.011160714285714286,0.016617063492063492,0.0,0.004464285714285714,0.000992063492063492
