,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,0.0,0.004630919935776096,0.024180530126447417,0.02350946626155314,0.0844149638859294,0.0549354724953471,0.03144123380063403,0.008710169338233544,0.02147190497931597,0.08219060533264266,0.08647317979876296,0.10718602837084405,0.07899720675175052,0.05376967145380618,0.037117531245691684,0.052157855384399966,0.07216323125456597,0.05439931626622835,0.04876920098612162
C4,0.004630919935776096,0.0,0.07543896977155289,0.04799511832988703,0.10578295722490857,0.07836522255275796,0.1267193902945402,0.08627371342069232,0.1505038811802482,0.06902255727117894,0.05448699373113002,0.1122575984874958,0.11553153063297097,0.10954088426792156,0.1653741743593916,0.13882598288294226,0.05091601038200935,0.04768633672308498,0.05288097086668302
Cz,0.024180530126447417,0.07543896977155289,0.0,0.04305739706486189,0.04911300837496162,0.0020399195544318063,0.16548203687003427,0.15905385927775728,0.1893420349868579,0.05024717890423645,0.025223746433159562,0.015254397586376303,0.19294519112592415,0.19230546091485562,0.15714864252243876,0.1230526596560301,0.0008559749899225682,0.0012782965861878595,0.09025609641443363
F3,0.02350946626155314,0.04799511832988703,0.04305739706486189,0.0,0.09128076507888168,0.1007326640576377,0.05292749246898722,0.11502562780013506,0.02689697941847706,0.07956424659066803,0.02208026565578216,0.0775402832132664,0.1063898020818336,0.1116200721235899,0.0330525167256164,0.02664143162779073,0.07805954849671272,0.05259699014187455,0.04143066356403491
F4,0.0844149638859294,0.10578295722490857,0.04911300837496162,0.09128076507888168,0.0,0.09378339119555984,0.08200500259674745,0.19867682620684946,0.20745139145158878,0.01761140980501366,0.08935456454116679,0.0826066661107378,0.0965542034248891,0.29320689986252974,0.09319773795680476,0.1370355291451288,0.04480534222041957,0.06134802531875962,0.11511620011098742
F7,0.0549354724953471,0.07836522255275796,0.0020399195544318063,0.1007326640576377,0.09378339119555984,0.0,0.09686570584006955,0.18342533739302205,0.20232007035780844,0.07816538233603675,0.07353769825760566,0.060981527893155876,0.07317502615450265,0.2195535410032702,0.08913199425201533,0.012673177516384778,0.012954169696198458,0.0618454726849946,0.11949865557543082
F8,0.03144123380063403,0.1267193902945402,0.16548203687003427,0.05292749246898722,0.08200500259674745,0.09686570584006955,0.0,0.04768556474649436,0.05285380858898669,0.10427677885188336,0.018221652967186905,0.004762148200137544,0.15816992847755668,0.09274830473169912,0.004148650071340387,0.15048670197184622,0.11812953033190297,0.004410438188194759,0.018905918594479577
Fp1,0.008710169338233544,0.08627371342069232,0.15905385927775728,0.11502562780013506,0.19867682620684946,0.18342533739302205,0.04768556474649436,0.0,0.14409791555539267,0.20143565614057138,0.03148352485367485,0.09561468614787294,0.04472556585912417,0.16346768396639455,0.06642013351490324,0.04192483893421895,0.056006927528955405,0.10433255578915243,0.05787834391187063
Fp2,0.02147190497931597,0.1505038811802482,0.1893420349868579,0.02689697941847706,0.20745139145158878,0.20232007035780844,0.05285380858898669,0.14409791555539267,0.0,0.21286094139017084,0.019480405241792703,0.012994775825903809,0.07017346353873245,0.24853177606955498,0.0009850820011130734,0.12308410883198523,0.014304883613141577,0.11493250331015892,0.0857944539910851
Fz,0.08219060533264266,0.06902255727117894,0.05024717890423645,0.07956424659066803,0.01761140980501366,0.07816538233603675,0.10427677885188336,0.20143565614057138,0.21286094139017084,0.0,0.04510746135124792,0.014946569612667767,0.16607858905809234,0.23932059226357308,0.11318951790878569,0.056560528745112325,0.0381640492252756,0.03088713913538043,0.12262834824582142
O1,0.08647317979876296,0.05448699373113002,0.025223746433159562,0.02208026565578216,0.08935456454116679,0.07353769825760566,0.018221652967186905,0.03148352485367485,0.019480405241792703,0.04510746135124792,0.0,0.02761510293732717,0.043152882572742135,0.12485539026060379,0.02723902152308422,0.10604358487754711,0.01714908645399336,0.05591744217237584,0.08420703471222529
O2,0.10718602837084405,0.1122575984874958,0.015254397586376303,0.0775402832132664,0.0826066661107378,0.060981527893155876,0.004762148200137544,0.09561468614787294,0.012994775825903809,0.014946569612667767,0.02761510293732717,0.0,0.03930219247526603,0.14010619359812929,0.08704315550293054,0.09751043304580995,0.0010423660504984371,0.0663985834291412,0.05969802933368565
P3,0.07899720675175052,0.11553153063297097,0.19294519112592415,0.1063898020818336,0.0965542034248891,0.07317502615450265,0.15816992847755668,0.04472556585912417,0.07017346353873245,0.16607858905809234,0.043152882572742135,0.03930219247526603,0.0,0.15336476130621926,0.05437894718627513,0.19381929155706962,0.13180269343745885,0.048452913397216156,0.011941018498333178
P4,0.05376967145380618,0.10954088426792156,0.19230546091485562,0.1116200721235899,0.29320689986252974,0.2195535410032702,0.09274830473169912,0.16346768396639455,0.24853177606955498,0.23932059226357308,0.12485539026060379,0.14010619359812929,0.15336476130621926,0.0,0.13765667003002052,0.01582351503058938,0.004645595380633073,0.10704072717070975,0.04446501838963723
