,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,0.0,0.2261425702038613,0.17543387297312993,0.4863852963753764,0.2914153594271622,0.3649328202469606,0.2442408758513957,0.3805652222133014,0.38925886584330066,0.41360262598366193,0.1923820835041988,0.15953497905565445,0.41249756986645814,0.35631255529659767,0.4312157613831088,0.13308425466092239,0.2553841929893906,0.02269639734539401,0.16988980302233775
C4,0.2261425702038613,0.0,0.28888226681930734,0.194964975569655,0.2933151494616663,0.11181464750967124,0.08259202563699908,0.12855013227422485,0.13149431515549592,0.2389799751376351,0.11868855096800142,0.2358847041385197,0.07755546637999296,0.29995424224882106,0.00406347928640528,0.0032847048505981664,0.06936828779476506,0.27862955025022423,0.23246984481313973
Cz,0.17543387297312993,0.28888226681930734,0.0,0.27374643347240146,0.1261660030664554,0.3000113761371106,0.006139354892132932,0.12962539438581674,0.15577392916343846,0.14791137980071292,0.03689443903095905,0.07656858409447678,0.05554196513699236,0.3652596066249751,0.04656666609009846,0.145106081089201,0.05966584900983823,0.23304303902154902,0.06773845699910677
F3,0.4863852963753764,0.194964975569655,0.27374643347240146,0.0,0.16408802433340197,0.08621193154514087,0.12236991121397778,0.08348394132182166,0.10827344892538399,0.004979669450125469,0.004362885103880377,0.1022562412217738,0.3275374289121771,0.08242562113274525,0.32494082023197246,0.12221356450886169,0.07603248701512631,0.3209598481224746,0.09988859442209705
F4,0.2914153594271622,0.2933151494616663,0.1261660030664554,0.16408802433340197,0.0,0.1184990701132048,0.13035942769395426,0.16938292756144788,0.20610161257170564,0.2666366316524431,0.04085402658105814,0.06728817946838102,0.23167717301324517,0.1817562673281481,0.2261023852974,0.01177132600068002,0.006611299468064103,0.03640700045074206,0.07806946481039548
F7,0.3649328202469606,0.11181464750967124,0.3000113761371106,0.08621193154514087,0.1184990701132048,0.0,0.11847329713910462,0.06221240115086542,0.0674321267874192,0.050746595523147385,0.014900765355899353,0.12309724668688501,0.1358365936908033,0.08377745407656101,0.22323695399629764,0.11452178025149314,0.04216939236701389,0.2686607650849886,0.09270616283699706
F8,0.2442408758513957,0.08259202563699908,0.006139354892132932,0.12236991121397778,0.13035942769395426,0.11847329713910462,0.0,0.09886047502859133,0.07951195260184578,0.053715116004326886,0.015050273971543257,0.06625273160871735,0.003161887205874899,0.054518879467218596,0.02542041187863403,0.06579720141143494,0.014600322835443597,0.04809135730086991,0.07447194432351609
Fp1,0.3805652222133014,0.12855013227422485,0.12962539438581674,0.08348394132182166,0.16938292756144788,0.06221240115086542,0.09886047502859133,0.0,0.0443603862928239,0.018282424426351064,0.01146306184767546,0.06416317058937107,0.187914830191219,0.006329031321693292,0.1723348804412746,0.07504550619950494,0.014379803688566969,0.19715384750888312,0.10268710708532534
Fp2,0.38925886584330066,0.13149431515549592,0.15577392916343846,0.10827344892538399,0.20610161257170564,0.0674321267874192,0.07951195260184578,0.0443603862928239,0.0,0.06722780952694424,0.05494309110575801,0.10558599334584526,0.17180628037520307,0.013138883029793042,0.1829958466945213,0.056657873360998506,0.016463304758302738,0.1906357424296798,0.11687920293066405
Fz,0.41360262598366193,0.2389799751376351,0.14791137980071292,0.004979669450125469,0.2666366316524431,0.050746595523147385,0.053715116004326886,0.018282424426351064,0.06722780952694424,0.0,0.06965087387037637,0.12944310196492675,0.2806210739772526,0.12566998538428395,0.24603915201326024,0.040043767078808336,0.006908280733712874,0.14809162447149443,0.15700947807451315
