PLI_alpha_cost,PLI_alpha_lungime_medie,PLI_alpha_coeficient_clusterizare,PLI_alpha_eficienta_globala,C3_PLI_alpha_DC,C4_PLI_alpha_DC,Cz_PLI_alpha_DC,F3_PLI_alpha_DC,F4_PLI_alpha_DC,F7_PLI_alpha_DC,F8_PLI_alpha_DC,Fp1_PLI_alpha_DC,Fp2_PLI_alpha_DC,Fz_PLI_alpha_DC,O1_PLI_alpha_DC,O2_PLI_alpha_DC,P3_PLI_alpha_DC,P4_PLI_alpha_DC,Pz_PLI_alpha_DC,T3_PLI_alpha_DC,T4_PLI_alpha_DC,T5_PLI_alpha_DC,T6_PLI_alpha_DC,C3_PLI_alpha_BC,C4_PLI_alpha_BC,Cz_PLI_alpha_BC,F3_PLI_alpha_BC,F4_PLI_alpha_BC,F7_PLI_alpha_BC,F8_PLI_alpha_BC,Fp1_PLI_alpha_BC,Fp2_PLI_alpha_BC,Fz_PLI_alpha_BC,O1_PLI_alpha_BC,O2_PLI_alpha_BC,P3_PLI_alpha_BC,P4_PLI_alpha_BC,Pz_PLI_alpha_BC,T3_PLI_alpha_BC,T4_PLI_alpha_BC,T5_PLI_alpha_BC,T6_PLI_alpha_BC,PLI_beta_cost,PLI_beta_lungime_medie,PLI_beta_coeficient_clusterizare,PLI_beta_eficienta_globala,C3_PLI_beta_DC,C4_PLI_beta_DC,Cz_PLI_beta_DC,F3_PLI_beta_DC,F4_PLI_beta_DC,F7_PLI_beta_DC,F8_PLI_beta_DC,Fp1_PLI_beta_DC,Fp2_PLI_beta_DC,Fz_PLI_beta_DC,O1_PLI_beta_DC,O2_PLI_beta_DC,P3_PLI_beta_DC,P4_PLI_beta_DC,Pz_PLI_beta_DC,T3_PLI_beta_DC,T4_PLI_beta_DC,T5_PLI_beta_DC,T6_PLI_beta_DC,C3_PLI_beta_BC,C4_PLI_beta_BC,Cz_PLI_beta_BC,F3_PLI_beta_BC,F4_PLI_beta_BC,F7_PLI_beta_BC,F8_PLI_beta_BC,Fp1_PLI_beta_BC,Fp2_PLI_beta_BC,Fz_PLI_beta_BC,O1_PLI_beta_BC,O2_PLI_beta_BC,P3_PLI_beta_BC,P4_PLI_beta_BC,Pz_PLI_beta_BC,T3_PLI_beta_BC,T4_PLI_beta_BC,T5_PLI_beta_BC,T6_PLI_beta_BC,emotie
0.0728468030404649,0.0985101642996379,0.4640166850693166,11.723047431492937,0.5585317460317456,0.5612599206349205,0.2070932539682539,0.5590277777777775,0.776785714285714,0.1815476190476189,1.109871031746031,0.3110119047619045,0.7770337301587298,0.2189980158730157,0.4399801587301584,0.3377976190476187,0.6922123015873012,0.780257936507936,0.4841269841269838,0.4985119047619045,0.2368551587301586,0.8874007936507934,0.7259424603174599,0.0130718954248366,0.0849673202614379,0.0326797385620915,0.022875816993464,0.1241830065359477,0.0130718954248366,0.1045751633986928,0.0196078431372549,0.1045751633986928,0.0784313725490196,0.0,0.0196078431372549,0.0849673202614379,0.0457516339869281,0.0130718954248366,0.0065359477124183,0.0065359477124183,0.0065359477124183,0.0490196078431372,0.0663352599493903,0.1014428432191589,0.4472276261749946,11.935747403300546,0.9583333333333328,0.3360615079365077,0.1971726190476189,0.468005952380952,0.5815972222222221,0.1195436507936508,0.4484126984126981,0.4714781746031744,0.5682043650793648,0.4355158730158726,0.3201884920634918,0.4645337301587297,0.912946428571428,0.4456845238095235,0.8174603174603168,0.1485615079365078,0.6636904761904758,0.6562499999999996,0.1406249999999998,0.0784313725490196,0.0392156862745098,0.0,0.0196078431372549,0.0457516339869281,0.0,0.065359477124183,0.1503267973856209,0.0457516339869281,0.0,0.0588235294117647,0.0915032679738562,0.0915032679738562,0.0718954248366013,0.0457516339869281,0.0261437908496732,0.0065359477124183,0.0065359477124183,0.0065359477124183,0.0
0.0743724120082815,0.112593404808317,0.4814916078073972,10.266293943261378,0.8762400793650789,0.1919642857142855,0.5917658730158725,0.2643849206349205,0.4146825396825394,0.5806051587301584,0.0587797619047619,0.536458333333333,0.5684523809523805,0.3040674603174601,0.4987599206349203,1.0131448412698405,1.0389384920634916,0.6527777777777773,0.5724206349206347,0.8990575396825391,0.5042162698412695,0.3645833333333331,0.3320932539682537,0.0718954248366013,0.0,0.0849673202614379,0.0,0.0196078431372549,0.1503267973856209,0.0,0.0130718954248366,0.0196078431372549,0.0,0.0522875816993464,0.0522875816993464,0.0196078431372549,0.0915032679738562,0.0130718954248366,0.065359477124183,0.0130718954248366,0.130718954248366,0.0392156862745098,0.0694160997732425,0.1001650538382993,0.5211966396176922,11.657608860691616,0.5962301587301583,0.0438988095238095,0.2450396825396822,0.4432043650793646,0.4481646825396823,0.2445436507936504,0.9379960317460312,0.6326884920634916,0.5079365079365077,0.8435019841269837,0.2259424603174601,0.4357638888888884,0.5034722222222219,0.5496031746031743,1.3196924603174598,0.1326884920634919,0.5468749999999997,0.9233630952380948,0.1376488095238094,0.0392156862745098,0.0,0.0065359477124183,0.0196078431372549,0.0,0.0261437908496732,0.0392156862745098,0.0392156862745098,0.1111111111111111,0.130718954248366,0.0,0.0980392156862745,0.0196078431372549,0.0392156862745098,0.0130718954248366,0.1111111111111111,0.0718954248366013,0.0915032679738562,0.0130718954248366,0.0
0.0714640022675736,0.1023638378353289,0.4272841193893825,11.008876099743924,0.421130952380952,0.8586309523809517,0.2581845238095236,0.7123015873015867,0.4206349206349203,0.7197420634920628,0.4357638888888886,0.8898809523809518,0.4997519841269837,0.5734126984126979,0.6158234126984123,0.8415178571428568,0.1825396825396824,0.6572420634920629,0.4712301587301582,0.2658730158730157,0.3010912698412696,0.6520337301587298,0.2281746031746029,0.0261437908496732,0.0261437908496732,0.0065359477124183,0.0718954248366013,0.0196078431372549,0.130718954248366,0.0326797385620915,0.0588235294117647,0.0196078431372549,0.0522875816993464,0.0915032679738562,0.0326797385620915,0.0065359477124183,0.0392156862745098,0.0849673202614379,0.0130718954248366,0.0065359477124183,0.0261437908496732,0.0065359477124183,0.0498080572808833,0.0709615473869859,0.4419989367357789,15.986411737847687,0.2125496031746029,0.2934027777777775,0.4593253968253964,0.3482142857142853,0.2909226190476189,0.317708333333333,0.5421626984126982,0.5186011904761902,0.3115079365079361,0.4699900793650789,0.1247519841269839,0.2601686507936506,0.3683035714285709,0.3779761904761901,0.4925595238095234,0.4144345238095234,0.187251984126984,0.4878472222222217,0.395833333333333,0.0326797385620915,0.130718954248366,0.0784313725490196,0.0,0.0,0.0130718954248366,0.0588235294117647,0.0196078431372549,0.0065359477124183,0.0392156862745098,0.0,0.0130718954248366,0.0261437908496732,0.0326797385620915,0.130718954248366,0.0718954248366013,0.0130718954248366,0.0261437908496732,0.0326797385620915,0.0
0.0850730388773866,0.1228751856493083,0.4749937197305618,9.207107702329434,1.1607142857142854,0.130704365079365,0.2780257936507934,1.1416170634920628,0.3030753968253966,0.5014880952380949,0.4035218253968252,0.8653273809523804,0.5617559523809521,0.6748511904761901,0.7415674603174598,0.4352678571428569,0.999007936507936,0.6083829365079361,0.7720734126984122,0.71750992063492,0.76860119047619,0.259424603174603,0.4171626984126981,0.065359477124183,0.0,0.0261437908496732,0.065359477124183,0.0,0.0261437908496732,0.0849673202614379,0.0065359477124183,0.0424836601307189,0.0457516339869281,0.0261437908496732,0.0065359477124183,0.0980392156862745,0.0522875816993464,0.0620915032679738,0.0522875816993464,0.0196078431372549,0.0326797385620915,0.0457516339869281,0.0639233954451345,0.0865517381416503,0.4537074037074037,13.155857514299216,0.3112599206349203,0.3477182539682538,0.2765376984126981,0.1619543650793649,0.531001984126984,0.3794642857142853,0.7061011904761901,0.3809523809523806,0.4982638888888885,0.3985615079365076,0.1666666666666665,0.3365575396825394,0.6361607142857139,0.7301587301587296,1.0612599206349198,0.4776785714285712,0.1808035714285712,0.7065972222222219,0.5337301587301582,0.1045751633986928,0.0392156862745098,0.0130718954248366,0.0065359477124183,0.0392156862745098,0.065359477124183,0.0915032679738562,0.0065359477124183,0.1111111111111111,0.0261437908496732,0.0,0.0065359477124183,0.0130718954248366,0.0392156862745098,0.065359477124183,0.0326797385620915,0.065359477124183,0.0,0.1045751633986928,0.0
0.1317791005291004,0.196666434605031,0.488467672678199,5.747843935805162,1.7028769841269835,0.3749999999999998,0.8913690476190471,1.0114087301587296,0.5880456349206348,1.073164682539682,1.0329861111111107,1.4102182539682535,0.7527281746031744,1.3033234126984123,1.270833333333333,1.6659226190476188,1.5513392857142851,0.4632936507936506,1.1227678571428568,0.4836309523809523,0.246031746031746,0.8199404761904758,0.4206349206349203,0.1045751633986928,0.0261437908496732,0.0392156862745098,0.0522875816993464,0.0196078431372549,0.0065359477124183,0.0326797385620915,0.1699346405228758,0.0065359477124183,0.0261437908496732,0.0915032679738562,0.0,0.0718954248366013,0.0065359477124183,0.0261437908496732,0.0196078431372549,0.0,0.0196078431372549,0.0261437908496732,0.0633626639061421,0.0876801378446114,0.4057188425609478,12.926911043413371,0.3492063492063489,0.1088789682539682,0.6589781746031742,0.4181547619047616,0.3333333333333332,0.3816964285714281,0.4928075396825393,0.6232638888888885,0.4670138888888885,0.4531249999999995,0.3623511904761902,0.3563988095238091,0.4533730158730157,0.5590277777777772,1.035962301587301,0.5148809523809521,0.3266369047619045,0.6245039682539677,0.2244543650793647,0.0261437908496732,0.0065359477124183,0.0457516339869281,0.0326797385620915,0.0,0.0196078431372549,0.0261437908496732,0.1372549019607843,0.0849673202614379,0.0261437908496732,0.0065359477124183,0.0261437908496732,0.0130718954248366,0.0718954248366013,0.0457516339869281,0.1111111111111111,0.0196078431372549,0.0522875816993464,0.0522875816993464,0.0
0.1026641936968023,0.1593277174417524,0.5507854718381034,7.41123637800877,1.0233134920634916,0.306299603174603,1.5701884920634916,0.7695932539682536,0.4526289682539681,0.52281746031746,0.2904265873015872,0.8769841269841265,0.6016865079365076,1.2254464285714282,1.2899305555555551,0.8447420634920633,1.0491071428571423,0.1629464285714285,0.9441964285714284,0.3536706349206348,0.6098710317460314,0.7333829365079361,0.5404265873015871,0.0457516339869281,0.0522875816993464,0.1241830065359477,0.0588235294117647,0.1176470588235294,0.1045751633986928,0.0065359477124183,0.0980392156862745,0.0196078431372549,0.0326797385620915,0.0457516339869281,0.0130718954248366,0.0196078431372549,0.0,0.0915032679738562,0.0,0.0196078431372549,0.0261437908496732,0.0326797385620915,0.0543015034652358,0.0737042258423836,0.4462899673425989,15.790455217458383,0.4119543650793646,0.3405257936507933,0.602182539682539,0.3435019841269838,0.3437499999999996,0.1257440476190476,0.1758432539682537,0.6364087301587298,0.664930555555555,0.594494047619047,0.3492063492063489,0.2281746031746029,0.3363095238095235,0.3913690476190472,0.7876984126984122,0.2321428571428569,0.4682539682539678,0.5076884920634916,0.1706349206349203,0.0261437908496732,0.0326797385620915,0.1830065359477124,0.0196078431372549,0.065359477124183,0.0,0.0130718954248366,0.0065359477124183,0.0196078431372549,0.0718954248366013,0.065359477124183,0.0196078431372549,0.0784313725490196,0.0261437908496732,0.0,0.0130718954248366,0.0261437908496732,0.1111111111111111,0.0392156862745098,0.0
0.1427061766735679,0.1762276060521674,0.4373129794182427,5.080277439953231,1.2859623015873012,0.5617559523809521,0.0,1.130208333333333,0.6798115079365075,0.8886408730158728,0.5235615079365078,1.2326388888888884,1.1297123015873014,0.6495535714285712,1.3921130952380951,0.9531249999999998,2.6138392857142847,1.557539682539682,1.0372023809523807,0.8963293650793649,2.2016369047619047,0.3687996031746031,0.591021825396825,0.0261437908496732,0.0,0.0,0.0196078431372549,0.0718954248366013,0.0,0.0130718954248366,0.0588235294117647,0.0261437908496732,0.0196078431372549,0.0718954248366013,0.0261437908496732,0.0130718954248366,0.1437908496732026,0.0196078431372549,0.0326797385620915,0.0261437908496732,0.0,0.0326797385620915,0.0674355158730158,0.0973933676784553,0.4518645097592466,11.68423632527917,0.5243055555555552,0.1671626984126983,0.5230654761904757,0.5416666666666663,0.5079365079365076,0.3323412698412696,0.3814484126984124,0.6059027777777775,0.4379960317460314,0.7450396825396821,0.2899305555555552,0.3454861111111109,0.7638888888888882,0.7358630952380948,0.7834821428571423,0.5528273809523806,0.1140873015873015,0.6314484126984121,0.4570932539682536,0.0457516339869281,0.0065359477124183,0.1372549019607843,0.0196078431372549,0.0065359477124183,0.0,0.0326797385620915,0.0261437908496732,0.0130718954248366,0.0,0.0326797385620915,0.0392156862745098,0.0522875816993464,0.065359477124183,0.1633986928104575,0.0457516339869281,0.0065359477124183,0.0130718954248366,0.0784313725490196,0.0
0.122462330342765,0.174242028682818,0.4876862903178692,6.555897615434874,1.967261904761904,0.7948908730158728,0.9538690476190472,1.3749999999999996,0.5260416666666664,0.8184523809523807,0.4099702380952379,1.1530257936507933,0.30828373015873,0.7859623015873015,1.192460317460317,1.664434523809523,0.6029265873015871,0.6599702380952379,0.646081349206349,1.280505952380952,0.5890376984126982,0.3144841269841268,0.857142857142857,0.0261437908496732,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0,0.0849673202614379,0.0915032679738562,0.0261437908496732,0.0130718954248366,0.0,0.0196078431372549,0.0849673202614379,0.0,0.0261437908496732,0.0065359477124183,0.1045751633986928,0.0849673202614379,0.0,0.0718954248366013,0.124266735679779,0.1647971201151025,0.4909774436090225,7.202330563617831,1.176835317460317,0.9888392857142854,1.4025297619047616,1.0798611111111105,0.2157738095238094,0.6406249999999998,0.8182043650793647,0.6904761904761902,1.075396825396825,0.1671626984126983,0.1954365079365079,0.8323412698412695,1.022073412698412,0.6991567460317457,1.5746527777777772,3.166914682539681,0.1369047619047619,0.7988591269841268,0.4667658730158727,0.0784313725490196,0.0065359477124183,0.0,0.0718954248366013,0.0,0.0718954248366013,0.0065359477124183,0.0588235294117647,0.0,0.0130718954248366,0.0,0.0130718954248366,0.1111111111111111,0.0718954248366013,0.196078431372549,0.130718954248366,0.0,0.0,0.0326797385620915,0.0
0.0891922590292154,0.1215756404901141,0.4830301277669698,9.373151257511458,1.5466269841269835,0.3846726190476188,0.8360615079365077,1.006944444444444,0.4335317460317457,0.8846726190476188,0.362599206349206,0.452628968253968,0.3988095238095236,0.2477678571428569,0.313988095238095,0.1349206349206348,0.7571924603174601,1.1346726190476184,0.7700892857142853,0.7537202380952378,0.5967261904761902,0.5133928571428568,0.7795138888888884,0.0196078431372549,0.0261437908496732,0.1895424836601307,0.0588235294117647,0.0392156862745098,0.0130718954248366,0.0196078431372549,0.0522875816993464,0.0,0.0326797385620915,0.0522875816993464,0.0,0.0,0.0588235294117647,0.0326797385620915,0.0718954248366013,0.0261437908496732,0.0457516339869281,0.0522875816993464,0.1212474120082815,0.1262415297503016,0.5580775949197001,7.2285761644663795,0.0,0.7219742063492062,0.8829365079365077,0.2408234126984126,0.7098214285714284,0.5664682539682538,0.8611111111111108,0.5649801587301586,0.5515873015873013,0.5044642857142857,0.5436507936507934,1.084573412698412,0.833581349206349,1.0228174603174598,1.3492063492063486,3.736111111111111,0.3665674603174602,1.0114087301587298,1.180059523809523,0.0,0.0,0.0196078431372549,0.0,0.0,0.0130718954248366,0.0,0.0130718954248366,0.0980392156862745,0.0065359477124183,0.0065359477124183,0.1503267973856209,0.0784313725490196,0.0718954248366013,0.0849673202614379,0.0,0.0,0.0196078431372549,0.1503267973856209,0.0
0.0891563146997928,0.1303693260930102,0.4618586092270302,8.90534106170839,1.1661706349206344,0.1537698412698411,0.9841269841269836,0.4320436507936506,0.5925099206349203,0.9704861111111108,0.8993055555555552,0.3380456349206347,0.7222222222222218,0.3707837301587299,0.3407738095238093,0.0714285714285714,0.8730158730158728,0.8792162698412693,1.4771825396825389,0.5034722222222219,0.6222718253968249,0.6249999999999996,0.2817460317460316,0.1241830065359477,0.0130718954248366,0.0196078431372549,0.0130718954248366,0.0065359477124183,0.0130718954248366,0.1045751633986928,0.0130718954248366,0.0849673202614379,0.0130718954248366,0.0196078431372549,0.0,0.065359477124183,0.0326797385620915,0.0849673202614379,0.065359477124183,0.0261437908496732,0.0718954248366013,0.0261437908496732,0.0514902518978605,0.0712211663417803,0.4872732530627268,16.160213088348147,0.3281249999999996,0.7341269841269836,1.033978174603174,0.5607638888888885,0.2311507936507933,0.4119543650793647,0.3571428571428567,0.4610615079365073,0.3732638888888886,0.2785218253968252,0.2266865079365076,0.1257440476190475,0.331349206349206,0.3323412698412694,0.0833333333333333,0.2978670634920633,0.2981150793650792,0.2760416666666663,0.3640873015873013,0.0196078431372549,0.0718954248366013,0.0196078431372549,0.1045751633986928,0.0,0.1372549019607843,0.1176470588235294,0.0980392156862745,0.0,0.0,0.0392156862745098,0.0130718954248366,0.0392156862745098,0.0261437908496732,0.0,0.0,0.0,0.065359477124183,0.0784313725490196,0.0
