,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,1.0,0.9729339674917776,0.9841204667370449,0.7404357897316943,0.9347021694893461,0.970705975582533,0.9752112463908277,0.30046831187664597,0.6127998244977714,0.901291732561235,0.9535996024674709,0.9473262182495233,0.9660432992837729,0.784273512798503,0.8198185465199824,0.285251607844892,0.9576126238385573,0.9581887216230616,0.9678870871101616
C4,0.9729339674917776,1.0,0.9957794380780339,0.7972411385269154,0.9370953115603721,0.9909821688884525,0.9610679424613988,0.255290372689894,0.5524074937513714,0.9500918312924268,0.9668691536025531,0.960746428975819,0.9696351092783667,0.7862559775372187,0.8865975777684766,0.2430563371390336,0.9352748384347107,0.9863612698563448,0.9826754270970594
Cz,0.9841204667370449,0.9957794380780339,1.0,0.7830304094802799,0.939839950867354,0.9903781950052827,0.9700109193738801,0.2691466603291224,0.5691361371223521,0.9454793177319909,0.9690459849410323,0.9642782513127139,0.9739195222728481,0.7973709198986718,0.8705616703969139,0.25825708638020684,0.9464425887418936,0.9825095609920691,0.9858262800686793
F3,0.7404357897316943,0.7972411385269154,0.7830304094802799,1.0,0.7887887289497766,0.8125233225505021,0.7515250463971853,0.1262730334482671,0.40362120939729623,0.7174486726531802,0.7530855009946984,0.7513281925900472,0.7602552832927321,0.6165495409093679,0.7324604329310015,0.19384177964902854,0.7259831455107948,0.7991209485163375,0.7847275562914182
F4,0.9347021694893461,0.9370953115603721,0.939839950867354,0.7887887289497766,1.0,0.9414010247939105,0.9228299972009724,0.23834287114990638,0.49904475470677795,0.8573769916555072,0.8987896082301289,0.8937909803945279,0.9113133513760298,0.7494388702124958,0.8120477311221227,0.25420922900132203,0.8897974021253022,0.9351732972758926,0.9336799999566779
F7,0.970705975582533,0.9909821688884525,0.9903781950052827,0.8125233225505021,0.9414010247939105,1.0,0.9604750079204842,0.24315902389141988,0.5425103337453282,0.9433789556360378,0.9657475218842883,0.9643900178152356,0.9677726937327419,0.8110612533242402,0.8939301414881942,0.25369913178354686,0.93115548273731,0.9804299723970656,0.9840345157431079
F8,0.9752112463908277,0.9610679424613988,0.9700109193738801,0.7515250463971853,0.9228299972009724,0.9604750079204842,1.0,0.30414252760283494,0.6176293887414567,0.872474861878396,0.9492590017968912,0.934384797755478,0.9775003489073104,0.7661423379757414,0.8137323261025254,0.3180795129415097,0.9690073371364969,0.9364065168578898,0.9483362218981647
Fp1,0.30046831187664597,0.255290372689894,0.2691466603291224,0.1262730334482671,0.23834287114990638,0.24315902389141988,0.30414252760283494,1.0,0.36725242778791617,0.20850071226228378,0.2360883006325893,0.22295866193720643,0.2734938510041342,0.14522047970129437,0.13444363066949358,0.24809027705629821,0.3107086730917446,0.2365422320995667,0.23559275570959867
Fp2,0.6127998244977714,0.5524074937513714,0.5691361371223521,0.40362120939729623,0.49904475470677795,0.5425103337453282,0.6176293887414567,0.36725242778791617,1.0,0.44051854685010655,0.5140935471424877,0.4960142747314916,0.5837852083628958,0.33564488355983213,0.3447638591367307,0.3301869673425172,0.6398924079645586,0.524349132515326,0.5220203164452317
Fz,0.901291732561235,0.9500918312924268,0.9454793177319909,0.7174486726531802,0.8573769916555072,0.9433789556360378,0.872474861878396,0.20850071226228378,0.44051854685010655,1.0,0.9335406179017803,0.9449886163916008,0.8992244518129278,0.8280762988245146,0.9273111963870591,0.1722078399676871,0.8349512877287595,0.9457057131378735,0.9505731766012041
