,Fp1,F3,F7,C3,T3,P3,T4,O1,Pz,Fp2,Fz,F4,F8,Cz,C4,T5,P4,T6,O2
0,2.1292632415532102,1.4881873491417497,13.742951985658454,-4.2014439956876295,8.57498389660592,-2.6285995330641287,0.16706974036312783,6.904288931375998,-0.4855358813553512,-0.8704824663511275,-2.883332506514679,-7.593406113920709,-3.294076891983138,-4.0864979179975975,-7.139764268782722,5.984019541216156,1.1450917890531285,5.194936387075723,3.431377802921059
1,1.3760084201891694,10.29616156514955,2.864701260829399,-1.857861179143601,0.4286765992140573,8.953544094313086,-17.28705229082992,-5.751293664719611,11.88285615296108,9.375916519671726,-1.881618220766983,15.554055745443101,4.617806498837637,5.046242830495678,-6.429545128905083,-5.444016575832661,-17.189249139031688,-5.564370831611724,-1.800720256540453
2,10.008123180091717,11.141627403841289,-5.217164084694078,-11.095999161830429,-9.845393776045976,18.26757174646203,-20.390814194170403,-6.423858235122529,24.285693777640038,18.25953247403541,-0.6258154936567877,36.403338898135566,10.427662122688435,13.843997745090395,0.9227670014024945,-8.13260115984531,-30.96112953775286,-13.53448458630602,-7.653979188127009
3,9.8053210266345,0.9387674160997168,11.765745702659693,-17.590473275503708,-5.036418035998816,6.349637790571277,-7.619883602391161,-1.0181868228973128,9.342993171795065,21.95038923756891,-1.4384186045208458,20.851756031363124,6.1056542633802415,4.782370008090551,5.5713304301860305,1.018882404846769,-15.628285461877574,-3.3353479065253495,-5.1175717401835215
4,9.40431771969761,2.3801655843761846,9.664415151516083,-11.90131719899491,-13.323646677826684,-5.762797940774495,-1.517913624919018,-7.26455982168572,-8.47202000021544,22.594962675112853,-0.33829009784553854,3.442335221519903,9.234389671953144,-4.759081181715651,-0.9042467205419875,16.014677520782413,-3.812207820678166,7.501201507292096,-6.28072478270831
5,13.932631748561374,13.84691995949953,-0.43434425192761505,-6.321267340786896,-15.488132340874508,-1.9516087932114656,-4.441584391106492,-6.920085315014755,-7.536564769240863,16.25895774864713,-0.09319039005832064,6.442269982385107,11.172371704001716,-3.713459085705731,-6.227880393111691,12.088853659601305,-10.979025779606635,-1.4615099770503939,-9.041984040588572
6,10.295195419649724,6.8015221981426315,12.441552424254672,-9.006528365167794,9.789662844441526,13.639897978194988,-4.05853772797745,4.043152499797997,6.746255457812987,15.791365759948878,-5.336267250483807,19.800367845867118,8.275269085025267,0.08328394015672663,-2.794054743472354,-8.06405657567218,-23.65322632998735,-15.031546608783176,-4.01719065523705
7,4.302272175079474,-3.0681017112915097,8.748401587129148,-9.783340266272615,9.070174427576681,20.412775985135333,-3.1278394897647104,1.9140776952096488,15.508070309006918,21.424754145205767,-10.05029563158246,28.24924877334208,11.96561285017252,2.0654722014484657,-1.3598921967454753,-4.829425528727279,-28.831074578668847,-10.71241928236712,-1.266884776502632
8,10.353541563417217,6.584799130778434,-0.2550206861437587,-4.581515359824298,-14.902920341272893,8.112362651339366,-6.629644996796266,-8.98708104828037,6.506100100287926,18.44105610524106,-9.594685325693138,22.065707504222562,12.318584199263352,2.104898871812166,-2.8079185248829166,7.782686034102211,-21.327820098592444,2.617774509173805,-6.748748032197183
9,17.655746239182893,9.026000401784744,11.562569410540343,-3.150915364119608,-12.5603736328692,1.3282079113946375,-8.092749066459872,-8.326698138472944,0.6108938586200998,13.982961289131708,-8.513097323349465,14.738007647195369,7.692618176250551,2.78441509237955,-1.2529721813739516,-0.16173374619388659,-14.050694481940855,6.431153013252473,-7.7669188232004345
