,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,0.0,0.07374674482914396,0.035481090011612766,0.08188742442552914,0.07603073793529472,0.03317246328663946,0.198908017975412,0.11951101228302571,0.14043047922300428,0.05686379264912846,0.08300235196418741,0.14102958748064837,0.08826351683791042,0.09378379923023507,0.013868007643689827,0.03179621085107737,0.04103468464585286,0.06905986795869255,0.16314487713484002
C4,0.07374674482914396,0.0,0.05852602173385841,0.1453744624740538,0.027534203252757603,0.10606072180092753,0.04936367558292139,0.09510476681371077,0.01346949193200715,0.03329532581645517,0.1528827783275515,0.15427857709043913,0.02562443684449806,0.08368304356100795,0.009921397369662136,0.029242843416063653,0.08159613476340474,0.011891126044385041,0.15012294339721877
Cz,0.035481090011612766,0.05852602173385841,0.0,0.13614341919149678,0.07221196469630112,0.10975116431010387,0.028667013327558666,0.1536394510188096,0.05811206196042618,0.054724148189975806,0.16446866818767525,0.15434160815090672,0.03885744859794572,0.11676460977078869,0.018875301576084233,0.017302512365169154,0.10785202690117492,0.05260736755025095,0.15455227790985807
F3,0.08188742442552914,0.1453744624740538,0.13614341919149678,0.0,0.009170740978241944,0.1330165788666688,0.1317098919855083,0.017394210767895664,0.0914917224526422,0.060914528293186956,0.12909636776187658,0.16907834390466758,0.08458722970639883,0.06765062719460051,0.013198864439791078,0.031442087112612344,0.11493434643217514,0.07962077249907622,0.16562884348329
F4,0.07603073793529472,0.027534203252757603,0.07221196469630112,0.009170740978241944,0.0,0.0798245346598222,0.017628455714750888,0.010507759326486546,0.054902199037796286,0.11548221232941808,0.1225851859364118,0.13676537010360637,0.06927467244926748,0.039904954263453356,0.04345419846055309,0.027085812508420792,0.10392753474864137,0.051272344894227856,0.15301660721749163
F7,0.03317246328663946,0.10606072180092753,0.10975116431010387,0.1330165788666688,0.0798245346598222,0.0,0.03897632116878437,0.0919627456768472,0.11171159873275134,0.012572849910187483,0.14653923565020968,0.04634491414009733,0.09879321701086485,0.10363909975592235,0.02834321321597847,0.08837587929945392,0.008127441811017192,0.09619600242262008,0.03878213702269921
F8,0.198908017975412,0.04936367558292139,0.028667013327558666,0.1317098919855083,0.017628455714750888,0.03897632116878437,0.0,0.0452397843737873,0.053543842486644296,0.1003116397038252,0.1933420713597105,0.2801380504636517,0.08364989963544846,0.01878537960300628,0.06903130887234335,0.017866760347635405,0.1257119599442011,0.010095366698580839,0.2846290977573928
Fp1,0.11951101228302571,0.09510476681371077,0.1536394510188096,0.017394210767895664,0.010507759326486546,0.0919627456768472,0.0452397843737873,0.0,0.1020238288149906,0.0682497279964068,0.1024074833305838,0.1711945020819138,0.11324403465610432,0.042002474827629976,0.025506371549785207,0.015324424776514361,0.08954567011453128,0.04723396747966144,0.2106855761098565
Fp2,0.14043047922300428,0.01346949193200715,0.05811206196042618,0.0914917224526422,0.054902199037796286,0.11171159873275134,0.053543842486644296,0.1020238288149906,0.0,0.06512840328319536,0.10557618532312062,0.19118497546282426,0.0688049024743717,0.01907998707938472,0.04247035940476117,0.027008330654274992,0.08052685615471135,0.04231879813403835,0.24530690212678233
Fz,0.05686379264912846,0.03329532581645517,0.054724148189975806,0.060914528293186956,0.11548221232941808,0.012572849910187483,0.1003116397038252,0.0682497279964068,0.06512840328319536,0.0,0.12237797617349205,0.08168037734481234,0.08232738355412056,0.07241986346256013,0.025178016339182163,0.05088193291801769,0.06890610535150893,0.10371158430443102,0.04722489915250149
O1,0.08300235196418741,0.1528827783275515,0.16446866818767525,0.12909636776187658,0.1225851859364118,0.14653923565020968,0.1933420713597105,0.1024074833305838,0.10557618532312062,0.12237797617349205,0.0,0.07460891322856443,0.12567877750160805,0.16433162403479246,0.055230897753269066,0.030378294706321345,0.10754780863557228,0.20081140818496496,0.11891066726522487
O2,0.14102958748064837,0.15427857709043913,0.15434160815090672,0.16907834390466758,0.13676537010360637,0.04634491414009733,0.2801380504636517,0.1711945020819138,0.19118497546282426,0.08168037734481234,0.07460891322856443,0.0,0.17663261439322528,0.18422179591844698,0.053175403234132015,0.08968684955600549,0.04705415728833389,0.18105936685406915,0.03981496061875771
P3,0.08826351683791042,0.02562443684449806,0.03885744859794572,0.08458722970639883,0.06927467244926748,0.09879321701086485,0.08364989963544846,0.11324403465610432,0.0688049024743717,0.08232738355412056,0.12567877750160805,0.17663261439322528,0.0,0.07381925612183508,0.019889250287741442,0.008886874640703465,0.08571983269776141,0.004374123668928434,0.2075813590201963
P4,0.09378379923023507,0.08368304356100795,0.11676460977078869,0.06765062719460051,0.039904954263453356,0.10363909975592235,0.01878537960300628,0.042002474827629976,0.01907998707938472,0.07241986346256013,0.16433162403479246,0.18422179591844698,0.07381925612183508,0.0,0.01800059978292821,0.02010166489359491,0.12450141141501408,0.01802889924270433,0.20272601323078163
Pz,0.013868007643689827,0.009921397369662136,0.018875301576084233,0.013198864439791078,0.04345419846055309,0.02834321321597847,0.06903130887234335,0.025506371549785207,0.04247035940476117,0.025178016339182163,0.055230897753269066,0.053175403234132015,0.019889250287741442,0.01800059978292821,0.0,0.0730604194664713,0.024556722351140294,0.04381829947800285,0.028772581525350983
T3,0.03179621085107737,0.029242843416063653,0.017302512365169154,0.031442087112612344,0.027085812508420792,0.08837587929945392,0.017866760347635405,0.015324424776514361,0.027008330654274992,0.05088193291801769,0.030378294706321345,0.08968684955600549,0.008886874640703465,0.02010166489359491,0.0730604194664713,0.0,0.08332162182014771,0.01894340781871039,0.12486741119611677
T4,0.04103468464585286,0.08159613476340474,0.10785202690117492,0.11493434643217514,0.10392753474864137,0.008127441811017192,0.1257119599442011,0.08954567011453128,0.08052685615471135,0.06890610535150893,0.10754780863557228,0.04705415728833389,0.08571983269776141,0.12450141141501408,0.024556722351140294,0.08332162182014771,0.0,0.12368216414756268,0.015317969306546194
