coherence_alpha_cost,coherence_alpha_lungime_medie,coherence_alpha_coeficient_clusterizare,coherence_alpha_eficienta_globala,coherence_beta_cost,coherence_beta_lungime_medie,coherence_beta_coeficient_clusterizare,coherence_beta_eficienta_globala,emotie
0.41118629354072,0.5271720900535073,0.7491873623452571,1.7369664453947802,0.3162927582087976,0.33574707210599225,0.6919232813969656,2.14342637962158,0.0
0.3476427499029592,0.5250622030049769,0.6459254196096301,2.2120493599342788,0.3157911586166271,0.407084071025399,0.693467059256533,2.2707569542190384,0.0
0.3751306300681142,0.5722920775197253,0.7019375361480624,2.0278321234324257,0.3143461490881242,0.46570687760270957,0.7187096529201792,2.5175272534652433,0.0
0.43347812572521305,0.59396150391908,0.6912812333864967,1.579068523557269,0.3513314022406765,0.45855240833296285,0.743787499050657,2.0067460947291176,0.0
0.37915135103704695,0.5771328086058873,0.6766917293233083,2.0025841977878662,0.31361172119489744,0.3973323708011652,0.742170986907829,2.3092910368414166,0.0
0.37367708300170316,0.49166172816667847,0.7028305028305027,1.878435669436111,0.2783266448777448,0.34429320054670604,0.7299203720256353,2.6825467725310777,0.0
0.3783952980689877,0.4923567009375794,0.7197255960413856,1.8710233176451436,0.3180639727016686,0.47267153456359345,0.7811083653188917,2.4433423209798923,0.0
0.6509583430386116,0.7837716542532145,0.5834536808221019,0.9609104871241879,0.6002662756537682,0.5447174115702655,0.5994683678894206,0.9992516499508467,0.0
0.756993618714452,0.7462518780916315,0.5817650186071238,0.7509235496887697,0.605708960041461,0.6836373720144081,0.7030121924858765,1.0530331756466642,0.0
0.7561467551217257,0.5956731188272233,0.686067149225044,0.7006325764951202,0.6556827865324163,0.6178806747816874,0.6303167592641277,0.8968976309230728,0.0
0.8168062976763448,0.5294311072860174,0.650520239993924,0.5924903357551321,0.8132514114608482,0.5159343753277357,0.6444730707888603,0.5904761608991286,0.0
0.6613090594550904,0.640050711331873,0.6440457203615098,0.8857760253632424,0.6632758923917493,0.5317353770717532,0.6074241547925758,0.7988685878955163,0.0
0.7192830801654214,0.5903670037940244,0.6106557185504554,0.7305812337317477,0.7650965284372189,0.64045460007685,0.6058900164163322,0.6736345096322782,0.0
0.7130327395750706,0.6935267851477152,0.6294930215982847,0.8083376791683677,0.7028746425127244,0.5621297579900729,0.5974218763692448,0.7521782274181351,0.0
0.607697106974766,0.5444203415693892,0.6893065998329156,1.0038840205296649,0.7199867713351259,0.5850079687227464,0.592944774523722,0.72909121477013,0.0
0.7865156443578947,0.7548175111737664,0.6785588680325523,0.7266588591832821,0.7743376984020248,0.6067184863561917,0.6784198257882469,0.6812624219785512,0.0
0.8456530685126735,0.8211420599353098,0.6648561964351437,0.6668371098111473,0.7586211741320972,0.8461098355760338,0.7102380076064286,0.8341629892998893,0.0
0.7907859133193962,0.8014365072918016,0.6507495428548061,0.7059017588822705,0.81059521865529,0.7798121544419071,0.6695880143248565,0.6995949499114268,0.0
0.8420432824428424,0.6705371731500865,0.6481734639629376,0.616201712271737,0.8490232245294523,0.8339368123220254,0.6723244591665644,0.6607947759261138,0.0
0.8503143305552215,0.8369861280569286,0.6513314171208908,0.6597961657673302,0.8060625058591357,0.7691409293410603,0.7116287221550378,0.7078284702685228,0.0
0.8237923326785694,0.8130479949657012,0.6432748538011696,0.6822474198434191,0.7859968191527408,0.7623240157617217,0.6206682206682207,0.7255620233190097,0.0
0.873375759503901,0.8543206549722088,0.6921502474134054,0.6424757305252163,0.814050871702679,0.798385008946207,0.6224880382775119,0.6943388891130089,0.0
0.8371874399085725,0.8027294832010392,0.7009122456490877,0.678704702063152,0.8369704618127406,0.8222446464063842,0.6402138796875638,0.6733296211519344,0.0
0.8114725434816573,0.7809861257313704,0.6851020324704536,0.6997510467601739,0.7700462334333129,0.9024528990251006,0.6113553113553113,0.7983924058820758,0.0
0.7773675037448697,0.7527061388521231,0.6555427029111239,0.7326533072397128,0.7680140375953907,0.8852058722889963,0.6578085657033025,0.8062652480700314,0.0
