WPLI_alpha_cost,WPLI_alpha_lungime_medie,WPLI_alpha_coeficient_clusterizare,WPLI_alpha_eficienta_globala,WPLI_beta_cost,WPLI_beta_lungime_medie,WPLI_beta_coeficient_clusterizare,WPLI_beta_eficienta_globala,emotie
0.08803429705892969,0.1288357727266421,0.4240487582592845,8.809323790301978,0.08511216517001373,0.1127759589870656,0.4736538315485684,10.12153591675529,1.0
0.10809690530282587,0.16048626265366103,0.5220872694556905,7.068234027771201,0.08664041877120053,0.12760431914048548,0.41735720419930944,9.013596505730153,1.0
0.07509844701840908,0.10942352449678619,0.4101401522454154,10.403700889348945,0.06440298769968562,0.09501050145902,0.4746835036308721,11.957911686591661,1.0
0.10064176909647395,0.13855986740508297,0.4755758861022018,8.19000884190543,0.07485346632231021,0.10494117126673341,0.5108026476447529,10.691845475133668,1.0
0.12471918211636615,0.17101338744379402,0.3742690058479532,6.651551101586174,0.06627519345477793,0.0945191380342854,0.4189944558365611,12.065640619043599,1.0
0.10694466999518519,0.15760127802828355,0.4693362193362193,7.2837960410601195,0.0823182796815389,0.11960072450753478,0.4587909166856535,9.529259062785469,1.0
0.08949488995909323,0.12444942008086715,0.6557229148560418,9.071670031221093,0.10245452277515493,0.15562283753906012,0.5066527040211252,7.405484891725808,1.0
0.13414091066405653,0.1692621813470458,0.33379602853287066,5.263397493210672,0.09115976244655472,0.1366475914485996,0.524250018986861,8.485633009563381,1.0
0.08845645580328673,0.13486847720283507,0.4573441178704336,8.606976628120469,0.08121020858229863,0.09834680009638519,0.42966507177033497,9.345297117559141,1.0
0.1336906571858474,0.19098463300788812,0.40105099578783787,5.946032573002451,0.07955820814477395,0.11690427872180134,0.4284992784992785,9.805396312932862,1.0
0.0935165090009363,0.1414907373737477,0.5238545080650345,8.046342002957843,0.09100890932512543,0.13375484864419776,0.48300296195033043,8.547355122838143,1.0
0.10833228810952171,0.13664440567888322,0.464084745663693,6.551629032596986,0.06253735222652018,0.090647144894654,0.43776106934001663,12.634344325024472,1.0
0.17588709260467725,0.2561604488444067,0.5983408404461036,4.609922996613053,0.14046384595295072,0.16003689482198413,0.7177816335711072,7.136977862586143,1.0
0.1374904944655791,0.16335962649696492,0.5051910078225867,5.551525200243334,0.09509468107649087,0.11887212730666166,0.651562910773437,9.806199250756144,1.0
0.18915119977065575,0.2428354730759568,0.5230442072547336,3.720399660608453,0.0488984605087185,0.06899477638492413,0.47834154149943625,16.324637036368642,1.0
0.17766015034671975,0.22165336272471817,0.45850523745260585,4.094518440221049,0.06256446554928172,0.09351978842135991,0.43587698850856743,12.077712571540214,1.0
0.12395502324189837,0.17358878841466335,0.42552593605225186,6.445791479333975,0.06488117462293337,0.08503071647208785,0.34889876205665676,10.942214996039224,1.0
0.12226227532808646,0.19206970221353,0.4851359167148641,6.125857080851985,0.14796684479589695,0.17830415925544113,0.44352927773980394,6.344423142216935,1.0
0.1919150015658506,0.2919337286422243,0.500755092860356,3.884931540715942,0.04137657387502126,0.057670259360549266,0.4137464874306979,19.589685576446257,1.0
0.11536038575983933,0.1476371099301645,0.5720849326112483,7.807204097779249,0.12097513793013577,0.15054633058228703,0.5991559609980662,7.797616328247319,1.0
0.14994757412232795,0.2041172406168964,0.4959169485485275,5.662849205697171,0.04180733291272895,0.06373405689608429,0.4699096225412015,17.81067186820369,1.0
0.14782568227789641,0.22355229701053336,0.5443646996278574,5.3764312335321085,0.070194656837645,0.11037301364163585,0.5444830023777393,10.833672790531992,1.0
0.12742887184093082,0.16808005608570237,0.4463317384370016,6.760700910807301,0.0612482056095075,0.08983318848672123,0.5164049400891506,13.065137910586145,1.0
0.10429660378049689,0.11626092406109632,0.44693289166973377,7.750657438125994,0.037795871749717914,0.05872955544394526,0.4627553732816889,19.865668925229535,1.0
0.17231581087498576,0.2607149061611498,0.45831887410834776,4.367302184092477,0.06474857454529682,0.09356637202806659,0.46007822586769953,12.129497255782418,1.0
0.1637750425762791,0.24278388680128735,0.5053943132890503,4.653642291217756,0.043836280616339846,0.06200603599710252,0.5253550543024227,18.47579182091758,1.0
0.09957201976979478,0.1489541520718122,0.5226375963218067,7.665205219968585,0.05277991938900478,0.07242130353658462,0.4421362263467527,16.049485217747456,1.0
0.0924722754362939,0.13881204273608935,0.5805878332194121,8.275620193758883,0.06962091589143372,0.09811429844849358,0.4772958036115932,11.499544995543609,1.0
0.0859070725944014,0.12060650380556263,0.49025272972641387,9.41429756863092,0.050562648073739225,0.07877988926701536,0.5015648094595463,14.90426124328771,1.0
0.10262864570145924,0.145175149679033,0.5757499810131389,7.800704236544147,0.050868604120240205,0.07042366564525898,0.47158046631730843,15.944233562727316,1.0
0.12061142621878158,0.18375478511208362,0.5229095465937571,6.139833335714745,0.04961048804531596,0.07296272043079652,0.5078217104532895,15.50940507565121,1.0
0.10276335907595151,0.14951130148232053,0.392360563413195,7.574906737086044,0.06157002529540024,0.09041320397910207,0.47089504063188276,12.553709571498578,1.0
0.08734461028281405,0.11685721217189922,0.6200051410577726,9.95774491379019,0.05670510830880287,0.07204109158266256,0.4938786359838991,12.611878615243036,1.0
0.09051640252966427,0.13300487327504512,0.6319061055903161,8.632746784381364,0.05830987662728969,0.07159388004558209,0.5463115831536884,12.586386248515527,1.0
0.1384901609799662,0.20236614995282043,0.45195564669248883,5.648324704576971,0.06903197273651808,0.09766332063159072,0.38777625882889044,11.438161286205688,1.0
0.1232439867501688,0.18826057723111583,0.6067911620543199,6.068670819735354,0.0318368014237453,0.04353923800063308,0.4169590643274854,26.35986277131788,1.0
0.09264279013884638,0.12871105988078163,0.6572017164122427,8.884063184031305,0.04935521189384566,0.07060308487619084,0.6355396065922382,16.144190761770115,1.0
