PLI_alpha_cost,PLI_alpha_lungime_medie,PLI_alpha_coeficient_clusterizare,PLI_alpha_eficienta_globala,PLI_beta_cost,PLI_beta_lungime_medie,PLI_beta_coeficient_clusterizare,PLI_beta_eficienta_globala,emotie
0.07705144557823124,0.10808705792258418,0.42660818713450294,10.369397515036397,0.07232851473922897,0.09676099972152595,0.4519848572480151,11.81796616506023,1.0
0.09010524499654929,0.13576911027568916,0.4787650945545682,8.436123445417932,0.07293823326432014,0.10734881184442582,0.4716572900783428,10.642053424173811,1.0
0.06372929606625255,0.09038800705467366,0.4076236628868208,12.571585145574998,0.0545922475270301,0.08058485333704624,0.4607100501837344,14.124897039234288,1.0
0.0832614446744881,0.11735937064884422,0.42917550285971334,9.690234598763402,0.0620399125833908,0.08945105820105811,0.5105724684672053,12.60631374705746,1.0
0.10293737060041405,0.14595516569200773,0.3993202703729019,7.807502110039646,0.053880549804462795,0.07405086791051696,0.37988561146455885,15.370933387357983,1.0
0.08672647803082581,0.13121054952195293,0.45091516670464044,8.990609286599808,0.06682410282953756,0.09509450710108597,0.43072833599149385,11.958146017027417,1.0
0.06518920068027206,0.09195587347999623,0.5685976304397357,12.306122631628947,0.08481064527260171,0.12555114638447962,0.5552757184336131,9.100008637604331,1.0
0.11066180699332866,0.17070018796992475,0.361450245660772,6.667241696699982,0.07464199447895094,0.10950408428478595,0.5164160401002506,10.507734347594269,1.0
0.069812925170068,0.10187650840063114,0.4743020137756979,11.245384675333177,0.06606567747872091,0.07797996147776841,0.40389522757943813,11.684109536946579,1.0
0.1117976478030825,0.1602994755407035,0.4547808916229969,7.089365043465249,0.06663359788359785,0.10409849856121776,0.4906090985038353,11.420503680214786,1.0
0.07429333448355185,0.11239615241808218,0.5685723633092054,10.320388980714068,0.0747893662295836,0.1062407175345771,0.3648743069795701,10.594595391530294,1.0
0.08752084771106507,0.10658155806182117,0.3926027189185084,8.407950634833,0.05305059523809519,0.07487468671679191,0.45246449456975774,15.196477764544408,1.0
0.143734184495054,0.22253695581546448,0.6407817328869961,5.441186322180557,0.117757217621348,0.1335152116402116,0.7064536340852131,8.516559037890364,1.0
0.1108487175063262,0.13149047386985976,0.5032017689912427,6.912264368579522,0.07482993197278906,0.09078251183514333,0.5364436732857785,12.694204445911094,1.0
0.15304376581550494,0.16928896314861222,0.5685636001425475,4.1941453324164435,0.0390412414965986,0.05760930103035358,0.45819093187514237,19.704232843267256,1.0
0.1273363814124684,0.17728638726445736,0.42985026669237203,6.370714304792412,0.0520195578231292,0.07956523252575876,0.4064733512101933,14.400093192934646,1.0
0.09451561421670114,0.13625208855472004,0.498051948051948,8.375402388207842,0.04935161564625842,0.07302109440267326,0.4498670919723551,15.652392647080092,1.0
0.09109730848861279,0.1366422421795228,0.43274474063947754,8.387013345560453,0.12300149528410399,0.1427367608836906,0.3961506329927382,7.905957552550517,1.0
0.15112793305728084,0.23026605866518143,0.43920786815523655,4.970060904001451,0.03258353462157806,0.046705304928989055,0.45921768290189335,24.29644932554766,1.0
0.0911907637451115,0.10435086558990059,0.4814761262129683,8.832064054531829,0.10198412698412697,0.12070540935672504,0.5839287905077379,9.602456055617646,1.0
0.12139837819185637,0.17121797549429119,0.5500113921166553,6.74538372501813,0.03223128019323667,0.04629629629629622,0.5359912017806754,24.524793984690234,1.0
0.1154316195077064,0.17312378167641318,0.5081576318418424,6.798162167670705,0.05692503450655619,0.08254142300194926,0.4637277926751611,13.751865097395356,1.0
0.10546425695882211,0.14225668337510436,0.46179668284931435,8.005316816813702,0.05382293762575448,0.07626415575976969,0.6867499459604721,15.438469701239613,1.0
0.07957715090867261,0.10400712429221194,0.5337510442773601,11.000365849730125,0.03034405313051141,0.042676134781397874,0.4308998019524335,26.706801422556822,1.0
0.1242775189786059,0.1819841849995358,0.4758539705908127,6.226696702819366,0.05183531746031743,0.07592911677341493,0.4608999187946556,14.913022522581104,1.0
0.1172647803082585,0.17004896500510527,0.4241626794258373,6.673240595344136,0.032170174833218254,0.04446736053095694,0.4825650957229904,25.8731472875008,1.0
0.07300293305728085,0.11820349484823159,0.44004533478217683,10.16080165073384,0.03985866689671032,0.05390501717256095,0.4439174860227492,21.08934456355776,1.0
0.08105805728088335,0.12004838485101635,0.6249487354750513,9.440701268667683,0.05849220726938114,0.08967296714007231,0.4025240841030315,13.186096508282706,1.0
0.07040056360708531,0.09915123456790115,0.5588341483078324,11.548188092530648,0.04297504025764891,0.06187198319873751,0.45588943220522166,18.504810107633514,1.0
0.07450900046008739,0.11021477304372032,0.4768018531176426,10.528499804510338,0.04058474235104666,0.057886324607815766,0.5662815254920518,19.682471233122175,1.0
0.09360622268230961,0.14310080757449173,0.4006943349048612,7.909720861325162,0.047101757369614465,0.06985925461802646,0.4821050294734505,16.305677262855372,1.0
0.08937198067632844,0.13524262043998878,0.36575149996202627,8.392726537948834,0.04972897975615363,0.07167948807203187,0.5516562384983438,15.677614529366346,1.0
0.06992276077097503,0.0941053443794671,0.6507302638881586,12.244791657839876,0.04457456291695416,0.06774894411955804,0.5146540593909015,17.224874601833015,1.0
0.07257878997009426,0.10724583449364143,0.47656670814565555,10.833200418540656,0.047856280193236685,0.07256857421331096,0.471781727044885,16.47114741255267,1.0
0.096151081205429,0.13585613338902805,0.5246487430697958,8.415169316817975,0.055066609977324224,0.07770728905597318,0.4335232019442546,14.327335351936087,1.0
0.10005463538072232,0.1492170820569943,0.6436697805118857,7.511424030383943,0.027792155509546765,0.0392300194931773,0.46065922381711855,29.1866407545734,1.0
0.0700051759834368,0.09798802561960447,0.5945427379637905,11.514673244032997,0.042202237175063204,0.06073778195488713,0.5758510495352602,18.793843978593454,1.0
0.07169455946629857,0.10366773415019019,0.707498581569789,11.180160365511268,0.035128393144697456,0.04822240787153061,0.5215506715506716,23.62383214906353,1.0
0.12930613066482624,0.19052695395897146,0.49470821576084734,5.958980573385189,0.04278094087876692,0.06346740694328404,0.4922738080632818,17.892184520755105,1.0
0.06596143892339541,0.0934396175624245,0.44791524265208477,12.132226003759966,0.051490251897860564,0.06929940592221286,0.4537442090073669,16.485823960500237,1.0
0.10287626524039559,0.14713722964819448,0.5184723171565275,7.856219222082018,0.049736168622038154,0.059619534948482246,0.4264411027568922,15.152143273111044,1.0
0.08116229583620886,0.11887067205049653,0.6028883397304451,9.480417205685281,0.05686392914653779,0.07264254385964905,0.4370699475962634,12.428409178174595,1.0
0.11263515067862892,0.14766662025433952,0.4714148424674741,6.070934288880985,0.053488756613756586,0.07120231133389021,0.6631471126053169,16.30221745887306,1.0
0.14265226017943408,0.22257466583124472,0.47415245573140313,5.075090384311516,0.05987606395215086,0.08117370973730616,0.47236301709985923,11.294139873416087,1.0
0.10488555325511839,0.14895746310219984,0.500330371383003,7.7121703266425445,0.047291954221302016,0.06730512624152968,0.5756798756798756,16.929155218507688,1.0
0.07997253853232111,0.11103859184999529,0.4447140578719526,10.34867151117507,0.03913618587531626,0.05908434280144799,0.5223817118553961,19.78117353411379,1.0
0.09186292270531397,0.1286216119001206,0.3691408007197481,8.753196323411164,0.04424028065332408,0.06529344193817872,0.4768702058175743,17.739290125480608,1.0
0.09965565332413154,0.14345035041306964,0.48814752498963027,7.899280371638829,0.04999645691609974,0.0703552863640582,0.4367927394243184,16.010177707594462,1.0
0.11974493903841728,0.14607264689501526,0.46673560357770877,6.18704653209499,0.03978528911564622,0.052440128098022766,0.5237081631818474,22.00525606944824,1.0
0.09254535147392284,0.11284577183699984,0.4218310928837245,7.954982558113703,0.048699688208616726,0.06629275735635375,0.500736105999264,17.17547271367211,1.0
0.12101736829997697,0.1788020398217766,0.486032680769523,6.329071377479776,0.044288548752834424,0.06061014805532342,0.4227082858661806,18.71897325972345,1.0
0.09036404416839197,0.13318452380952372,0.6392446734551999,8.661363393432016,0.05056689342403623,0.07309361366378901,0.5643692564745195,15.981330212207126,1.0
0.10505808603634689,0.14888349345586183,0.5002506265664162,7.622418478808142,0.06791443103062818,0.08788464216095788,0.5112781954887218,10.237112505745525,1.0
0.09146034621578095,0.1318110090039914,0.4670615933773829,8.6871428918209,0.04266232459167237,0.0617849600853986,0.4680965233596813,18.265770488073613,1.0
0.11263874511157117,0.1614815394968903,0.40768588137009193,7.034095313119561,0.03581703514739225,0.050728673535691,0.3497038049669628,22.067346308843856,1.0
0.06600816655164478,0.08536242225935203,0.39861191440138805,13.37092924348883,0.040448153899240794,0.059679000742597146,0.4566509513877935,19.468032142942167,1.0
0.07473185530250742,0.10747789612921185,0.4470570365307208,10.73634983566242,0.03816209454796407,0.05667670333240501,0.5260006075795549,20.175167180438923,1.0
0.08629180839002264,0.12021953030724952,0.5552005012531327,9.28725126995608,0.03923890565615913,0.05478250023206153,0.48994485047116637,20.665460636545365,1.0
0.11965507821486084,0.178900666016894,0.49103060682008054,6.428173777998837,0.036630866114561705,0.05529883737120571,0.42897774739879996,20.847401173872296,1.0
0.09590665976535538,0.1388410261765524,0.45692815955973853,8.30842309750674,0.042942690361168594,0.06282053513413155,0.43377937851622067,18.268680662781193,1.0
0.10049603174603171,0.13527307852965742,0.4753550543024229,8.37494085827647,0.04442000230043702,0.06262038197345207,0.4427318295739347,18.238356495101435,1.0
0.11629068898090632,0.16665361319966576,0.4266689450899977,6.800937913403387,0.03608276643990925,0.04879676041956736,0.4505809979494191,23.825705288176838,1.0
0.11548194156889804,0.16712498839691814,0.35885547201336676,6.769334279805325,0.04255952380952377,0.06108877517868738,0.5488607883344725,18.712285093707294,1.0
