,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,1.0,0.32901505065921016,0.11604712439546178,0.22738544631860985,0.04757481531690463,0.2460883090212596,0.14929019547517075,0.0515987361366239,0.0460368400992431,0.03665497693538236,0.02034949006944786,0.20595806568513583,0.06302829249092692,0.3845817233978276,0.04167128811593416,0.30009036677495643,0.06644542257429994,0.47949579682185955,0.3472988233653041
C4,0.32901505065921016,1.0,0.08676348998572786,0.13381855698521183,0.13458119080304093,0.2870692698746503,0.13520456327070746,0.0798188524909751,0.05643541934644516,0.04759445994078615,0.21531487446562103,0.030955033460022617,0.11262443691447804,0.26547247281116415,0.052593243041483016,0.331850706211616,0.2572667033543392,0.29778138794700837,0.12481755876507622
Cz,0.11604712439546178,0.08676348998572786,1.0,0.0708134497804793,0.08730693959025324,0.07858034480906274,0.036181068758120875,0.04645851440489417,0.03973340699606504,0.21666214708466777,0.11506504291559785,0.19018464413876718,0.022392315298010845,0.06144446327344425,0.05646810061537317,0.07564773157946089,0.12009928676568643,0.13778464679623337,0.18966933851914788
F3,0.22738544631860985,0.13381855698521183,0.0708134497804793,1.0,0.24134662491528652,0.47823619952261726,0.08280420628536438,0.6093484902488241,0.3974423919355919,0.5184083367482748,0.21047096243173294,0.4343862652050424,0.32850723690996986,0.596689588543874,0.31611665839100617,0.12129461388029081,0.12940744141909358,0.21697671259211163,0.26048447766019384
F4,0.04757481531690463,0.13458119080304093,0.08730693959025324,0.24134662491528652,1.0,0.040207387541060284,0.44304406663359114,0.27141229122575006,0.6492986996848844,0.6224546199062835,0.4053968464877515,0.36203831149949856,0.5907457069931951,0.303030539856823,0.32168374641579417,0.03573348736548286,0.37907310722409343,0.07045809733035478,0.09800588612148751
F7,0.2460883090212596,0.2870692698746503,0.07858034480906274,0.47823619952261726,0.040207387541060284,1.0,0.06510566224831055,0.512097793383035,0.19463953116984778,0.07368032458535712,0.056082088359227025,0.24057366646734907,0.12025565626757692,0.49288288295503163,0.28472947124050524,0.444362423310143,0.025464399561115656,0.11936441630125096,0.15965093558158364
F8,0.14929019547517075,0.13520456327070746,0.036181068758120875,0.08280420628536438,0.44304406663359114,0.06510566224831055,1.0,0.2789287427700802,0.5576512963198542,0.19337834280167326,0.3227827740253773,0.19391685244350984,0.4110765931606719,0.15555101390168197,0.38378016490483985,0.04912334709139442,0.2244202940587254,0.21319921403150513,0.050370785017046234
Fp1,0.0515987361366239,0.0798188524909751,0.04645851440489417,0.6093484902488241,0.27141229122575006,0.512097793383035,0.2789287427700802,1.0,0.6282467035695742,0.38539991021251013,0.31766960949361495,0.3944024863023045,0.38515837683129595,0.44097459355844165,0.5254771232796669,0.09038158069820464,0.15649060453908933,0.057768888973958876,0.1537598919110629
Fp2,0.0460368400992431,0.05643541934644516,0.03973340699606504,0.3974423919355919,0.6492986996848844,0.19463953116984778,0.5576512963198542,0.6282467035695742,1.0,0.5384756548352505,0.38914655717298846,0.42535830681631187,0.5948272395725024,0.4392530319425957,0.47835952202801196,0.03658968756475374,0.2768008068938226,0.07818706564336263,0.10686226604967979
Fz,0.03665497693538236,0.04759445994078615,0.21666214708466777,0.5184083367482748,0.6224546199062835,0.07368032458535712,0.19337834280167326,0.38539991021251013,0.5384756548352505,1.0,0.4138193734906013,0.4423327550219189,0.46651112788374227,0.3524591980731641,0.31095726201399876,0.039976404316410384,0.36063351385340586,0.09715749630493163,0.18919745057164583
