,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,0.0,0.047867063492063495,0.0716765873015873,0.005704365079365079,0.046130952380952384,0.03695436507936508,0.09846230158730158,0.08308531746031746,0.07564484126984126,0.0220734126984127,0.08953373015873016,0.038938492063492064,0.09945436507936507,0.01066468253968254,0.045882936507936505,0.06299603174603174,0.15575396825396826,0.09077380952380952,0.009176587301587302
C4,0.047867063492063495,0.0,0.00248015873015873,0.03968253968253968,0.11061507936507936,0.053323412698412696,0.014632936507936508,0.000744047619047619,0.016617063492063492,0.06994047619047619,0.018105158730158732,0.13516865079365079,0.07390873015873016,0.024057539682539684,0.047867063492063495,0.024057539682539684,0.04265873015873016,0.030753968253968252,0.11334325396825397
Cz,0.0716765873015873,0.00248015873015873,0.0,0.001240079365079365,0.09523809523809523,0.1463293650793651,0.046875,0.06398809523809523,0.03149801587301587,0.059027777777777776,0.0689484126984127,0.07390873015873016,0.14856150793650794,0.06349206349206349,0.011160714285714286,0.015625,0.053075396825396824,0.07068452380952381,0.04662698412698413
F3,0.005704365079365079,0.03968253968253968,0.001240079365079365,0.0,0.001984126984126984,0.030753968253968252,0.13541666666666666,0.19122023809523808,0.1480654761904762,0.031746031746031744,0.14136904761904762,0.08655753968253968,0.13095238095238096,0.012896825396825396,0.09672619047619048,0.050595238095238096,0.1388888888888889,0.12425595238095238,0.058779761904761904
F4,0.046130952380952384,0.11061507936507936,0.09523809523809523,0.001984126984126984,0.0,0.0835813492063492,0.04662698412698413,0.053323412698412696,0.06398809523809523,0.11036706349206349,0.0689484126984127,0.1277281746031746,0.046130952380952384,0.0220734126984127,0.05431547619047619,0.13045634920634921,0.08680555555555555,0.004464285714285714,0.09895833333333333
F7,0.03695436507936508,0.053323412698412696,0.1463293650793651,0.030753968253968252,0.0835813492063492,0.0,0.0339781746031746,0.0,0.000496031746031746,0.023065476190476192,0.039186507936507936,0.13640873015873015,0.00818452380952381,0.05505952380952381,0.004712301587301587,0.04017857142857143,0.036458333333333336,0.09895833333333333,0.06299603174603174
F8,0.09846230158730158,0.014632936507936508,0.046875,0.13541666666666666,0.04662698412698413,0.0339781746031746,0.0,0.11185515873015874,0.07539682539682539,0.014632936507936508,0.078125,0.050347222222222224,0.02058531746031746,0.109375,0.07787698412698413,0.018601190476190476,0.035962301587301584,0.11607142857142858,0.011904761904761904
Fp1,0.08308531746031746,0.000744047619047619,0.06398809523809523,0.19122023809523808,0.053323412698412696,0.0,0.11185515873015874,0.0,0.022569444444444444,0.049107142857142856,0.033234126984126984,0.06646825396825397,0.08209325396825397,0.09226190476190477,0.05828373015873016,0.007192460317460317,0.009176587301587302,0.12648809523809523,0.024057539682539684
Fp2,0.07564484126984126,0.016617063492063492,0.03149801587301587,0.1480654761904762,0.06398809523809523,0.000496031746031746,0.07539682539682539,0.022569444444444444,0.0,0.050347222222222224,0.00248015873015873,0.04563492063492063,0.07490079365079365,0.06572420634920635,0.05282738095238095,0.03373015873015873,0.018105158730158732,0.10912698412698413,0.029017857142857144
Fz,0.0220734126984127,0.06994047619047619,0.059027777777777776,0.031746031746031744,0.11036706349206349,0.023065476190476192,0.014632936507936508,0.049107142857142856,0.050347222222222224,0.0,0.032242063492063495,0.016121031746031748,0.000992063492063492,0.0625,0.024553571428571428,0.11458333333333333,0.058779761904761904,0.033234126984126984,0.004464285714285714
O1,0.08953373015873016,0.018105158730158732,0.0689484126984127,0.14136904761904762,0.0689484126984127,0.039186507936507936,0.078125,0.033234126984126984,0.00248015873015873,0.032242063492063495,0.0,0.033234126984126984,0.11433531746031746,0.023313492063492064,0.037450396825396824,0.002728174603174603,0.05704365079365079,0.12549603174603174,0.00818452380952381
O2,0.038938492063492064,0.13516865079365079,0.07390873015873016,0.08655753968253968,0.1277281746031746,0.13640873015873015,0.050347222222222224,0.06646825396825397,0.04563492063492063,0.016121031746031748,0.033234126984126984,0.0,0.06101190476190476,0.12574404761904762,0.05927579365079365,0.13169642857142858,0.002728174603174603,0.031746031746031744,0.001984126984126984
P3,0.09945436507936507,0.07390873015873016,0.14856150793650794,0.13095238095238096,0.046130952380952384,0.00818452380952381,0.02058531746031746,0.08209325396825397,0.07490079365079365,0.000992063492063492,0.11433531746031746,0.06101190476190476,0.0,0.1284722222222222,0.0726686507936508,0.08258928571428571,0.10367063492063493,0.11631944444444445,0.03298611111111111
P4,0.01066468253968254,0.024057539682539684,0.06349206349206349,0.012896825396825396,0.0220734126984127,0.05505952380952381,0.109375,0.09226190476190477,0.06572420634920635,0.0625,0.023313492063492064,0.12574404761904762,0.1284722222222222,0.0,0.07316468253968254,0.01488095238095238,0.03869047619047619,0.13740079365079366,0.10664682539682539
Pz,0.045882936507936505,0.047867063492063495,0.011160714285714286,0.09672619047619048,0.05431547619047619,0.004712301587301587,0.07787698412698413,0.05828373015873016,0.05282738095238095,0.024553571428571428,0.037450396825396824,0.05927579365079365,0.0726686507936508,0.07316468253968254,0.0,0.05133928571428571,0.06919642857142858,0.10168650793650794,0.03819444444444445
T3,0.06299603174603174,0.024057539682539684,0.015625,0.050595238095238096,0.13045634920634921,0.04017857142857143,0.018601190476190476,0.007192460317460317,0.03373015873015873,0.11458333333333333,0.002728174603174603,0.13169642857142858,0.08258928571428571,0.01488095238095238,0.05133928571428571,0.0,0.033234126984126984,0.04141865079365079,0.10069444444444445
T4,0.15575396825396826,0.04265873015873016,0.053075396825396824,0.1388888888888889,0.08680555555555555,0.036458333333333336,0.035962301587301584,0.009176587301587302,0.018105158730158732,0.058779761904761904,0.05704365079365079,0.002728174603174603,0.10367063492063493,0.03869047619047619,0.06919642857142858,0.033234126984126984,0.0,0.12003968253968254,0.039186507936507936
T5,0.09077380952380952,0.030753968253968252,0.07068452380952381,0.12425595238095238,0.004464285714285714,0.09895833333333333,0.11607142857142858,0.12648809523809523,0.10912698412698413,0.033234126984126984,0.12549603174603174,0.031746031746031744,0.11631944444444445,0.13740079365079366,0.10168650793650794,0.04141865079365079,0.12003968253968254,0.0,0.024305555555555556
