coherence_alpha_cost,coherence_alpha_lungime_medie,coherence_alpha_coeficient_clusterizare,coherence_alpha_eficienta_globala,C3_coherence_alpha_DC,C4_coherence_alpha_DC,Cz_coherence_alpha_DC,F3_coherence_alpha_DC,F4_coherence_alpha_DC,F7_coherence_alpha_DC,F8_coherence_alpha_DC,Fp1_coherence_alpha_DC,Fp2_coherence_alpha_DC,Fz_coherence_alpha_DC,O1_coherence_alpha_DC,O2_coherence_alpha_DC,P3_coherence_alpha_DC,P4_coherence_alpha_DC,Pz_coherence_alpha_DC,T3_coherence_alpha_DC,T4_coherence_alpha_DC,T5_coherence_alpha_DC,T6_coherence_alpha_DC,C3_coherence_alpha_BC,C4_coherence_alpha_BC,Cz_coherence_alpha_BC,F3_coherence_alpha_BC,F4_coherence_alpha_BC,F7_coherence_alpha_BC,F8_coherence_alpha_BC,Fp1_coherence_alpha_BC,Fp2_coherence_alpha_BC,Fz_coherence_alpha_BC,O1_coherence_alpha_BC,O2_coherence_alpha_BC,P3_coherence_alpha_BC,P4_coherence_alpha_BC,Pz_coherence_alpha_BC,T3_coherence_alpha_BC,T4_coherence_alpha_BC,T5_coherence_alpha_BC,T6_coherence_alpha_BC,coherence_beta_cost,coherence_beta_lungime_medie,coherence_beta_coeficient_clusterizare,coherence_beta_eficienta_globala,C3_coherence_beta_DC,C4_coherence_beta_DC,Cz_coherence_beta_DC,F3_coherence_beta_DC,F4_coherence_beta_DC,F7_coherence_beta_DC,F8_coherence_beta_DC,Fp1_coherence_beta_DC,Fp2_coherence_beta_DC,Fz_coherence_beta_DC,O1_coherence_beta_DC,O2_coherence_beta_DC,P3_coherence_beta_DC,P4_coherence_beta_DC,Pz_coherence_beta_DC,T3_coherence_beta_DC,T4_coherence_beta_DC,T5_coherence_beta_DC,T6_coherence_beta_DC,C3_coherence_beta_BC,C4_coherence_beta_BC,Cz_coherence_beta_BC,F3_coherence_beta_BC,F4_coherence_beta_BC,F7_coherence_beta_BC,F8_coherence_beta_BC,Fp1_coherence_beta_BC,Fp2_coherence_beta_BC,Fz_coherence_beta_BC,O1_coherence_beta_BC,O2_coherence_beta_BC,P3_coherence_beta_BC,P4_coherence_beta_BC,Pz_coherence_beta_BC,T3_coherence_beta_BC,T4_coherence_beta_BC,T5_coherence_beta_BC,T6_coherence_beta_BC,emotie
0.41118629354072,0.5271720900535073,0.7491873623452571,1.7369664453947802,1.4096286633814734,1.5338013575382077,0.0,4.432429281776861,4.520851363631831,3.1619208989390364,1.86781773372225,4.032302740915621,5.234098513333154,4.583885673617198,3.430480865591885,4.2248019160199695,4.3665435226026394,5.505100368859278,3.853934244379343,1.3742220128214484,1.5660663201512164,1.0395803373763106,0.6062426939616361,0.0,0.013071895424836602,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0,0.0,0.013071895424836602,0.058823529411764705,0.026143790849673203,0.032679738562091505,0.0392156862745098,0.32026143790849676,0.12418300653594772,0.0,0.0,0.0,0.0,0.3162927582087976,0.33574707210599225,0.6919232813969656,2.14342637962158,1.4284314721546936,1.8900529241168225,0.0,4.11757879816531,3.531215205623294,2.6598914797943074,1.0525689394769386,2.631821049529778,3.8789175684213473,3.4804187760579732,1.6307560240588213,2.8621042451836605,3.72686055846024,4.5152171218787425,2.928418954958,0.8325029785159126,1.3938161448865092,1.0878283915317193,0.0,0.006535947712418301,0.006535947712418301,0.0,0.12418300653594772,0.032679738562091505,0.09150326797385622,0.006535947712418301,0.0196078431372549,0.04575163398692811,0.013071895424836602,0.0196078431372549,0.0,0.0196078431372549,0.06535947712418301,0.09150326797385622,0.0,0.006535947712418301,0.006535947712418301,0.0,0.0
0.3476427499029592,0.5250622030049769,0.6459254196096301,2.2120493599342788,1.7889201782163278,1.5324629558789309,0.273116431556176,3.6819472558445536,4.010493211330401,2.0331168747567356,1.9704690414174484,3.5890317663276843,4.3214053700201935,4.034303370533142,2.6995086473118723,3.035416013348291,3.2584820899569227,4.2639591801737655,1.6929738667102534,1.228108121087289,1.8501387957222022,1.2728081285100137,1.4380381879061823,0.04575163398692811,0.0196078431372549,0.0,0.026143790849673203,0.013071895424836602,0.0392156862745098,0.0,0.1503267973856209,0.058823529411764705,0.16339869281045752,0.0392156862745098,0.0196078431372549,0.0,0.20261437908496732,0.0392156862745098,0.0,0.0,0.0,0.05228758169934641,0.3157911586166271,0.407084071025399,0.693467059256533,2.2707569542190384,1.3021275245310109,1.700482276156515,0.0,3.887219919551605,3.6808702154483544,1.5758946154838716,1.5610363368181608,2.7260211603358386,3.746543432296271,3.5508314519684863,2.511333330634746,2.6530700771331275,3.5289286760096426,4.495236844043853,2.686395589745252,0.729114345906932,1.3098280470506456,1.2877061608783729,0.6465398851018616,0.0,0.032679738562091505,0.0,0.16339869281045752,0.032679738562091505,0.0,0.0,0.058823529411764705,0.0196078431372549,0.0784313725490196,0.04575163398692811,0.013071895424836602,0.0,0.09803921568627451,0.0784313725490196,0.0,0.0,0.04575163398692811,0.032679738562091505,0.0
0.3751306300681142,0.5722920775197253,0.7019375361480624,2.0278321234324257,2.2901505824325104,1.606629337042949,0.3127327064006073,4.566843697669802,3.3755794300138158,2.5560113802557787,1.3201051958043581,3.6334155529993155,4.842962863609052,4.281199766274567,2.8507215113224444,3.4825189345698453,3.542457865900889,5.1494908469788045,2.101695820728363,1.4356399697582312,1.7999826904930194,1.4535465421967744,1.1663422549486293,0.006535947712418301,0.013071895424836602,0.0,0.11111111111111112,0.013071895424836602,0.0784313725490196,0.0,0.0,0.11111111111111112,0.14379084967320263,0.058823529411764705,0.013071895424836602,0.11111111111111112,0.16993464052287582,0.013071895424836602,0.0,0.0,0.006535947712418301,0.0196078431372549,0.3143461490881242,0.46570687760270957,0.7187096529201792,2.5175272534652433,1.5301529702020964,1.7612621085166649,0.2001117820706064,3.9926313401692504,3.536292740607761,1.4004952457762059,1.3623298887693835,2.8141516513885563,4.195036025585455,3.7279861837702906,1.8485860873030153,3.03474345170861,3.5611126081067934,4.251663533592507,2.5782087419018973,0.7090918968333044,1.4190592537175974,1.035800456478193,0.4210526076629564,0.006535947712418301,0.013071895424836602,0.0,0.16339869281045752,0.0784313725490196,0.05228758169934641,0.0,0.0196078431372549,0.006535947712418301,0.20915032679738563,0.0196078431372549,0.032679738562091505,0.026143790849673203,0.12418300653594772,0.18300653594771243,0.0,0.0,0.006535947712418301,0.0,0.0
0.43347812572521305,0.59396150391908,0.6912812333864967,1.579068523557269,1.5825373370879343,0.9742130500591561,0.0,4.950016592928831,5.0584687527304215,2.7403197258529497,2.4429690671441393,4.975066511707501,5.51717673203165,4.814621597993667,3.997669139145337,3.9952993476325194,4.066259292096583,5.174140498829153,3.52078564069575,1.3949792500791967,1.6801671102506024,1.4349406238266948,1.5003510799873063,0.006535947712418301,0.006535947712418301,0.0,0.0,0.07189542483660132,0.04575163398692811,0.0,0.05228758169934641,0.0,0.0392156862745098,0.0196078431372549,0.032679738562091505,0.0,0.27450980392156865,0.11764705882352941,0.026143790849673203,0.0,0.006535947712418301,0.013071895424836602,0.3513314022406765,0.45855240833296285,0.743787499050657,2.0067460947291176,1.323735001137514,1.588631313908849,0.0,3.9281393305966548,3.9651869187929623,2.289175759352475,1.752554757272601,3.0866351151311635,4.1736633366102565,3.689584826146924,2.772977559327399,3.56526400058981,4.269919699782975,5.037807164333056,3.417674320666661,0.7700968006404889,1.409684886114465,0.9428881223727549,0.5001145964363563,0.013071895424836602,0.0196078431372549,0.0,0.06535947712418301,0.026143790849673203,0.0784313725490196,0.0,0.013071895424836602,0.0,0.032679738562091505,0.04575163398692811,0.0196078431372549,0.08496732026143791,0.20915032679738563,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
0.37915135103704695,0.5771328086058873,0.6766917293233083,2.0025841977878662,2.2683800992690584,1.1975545953088056,0.3241935953943833,4.449304541603961,3.947852660796107,2.505185865477225,1.7797991495697332,3.706073092999973,4.692772582147032,4.054980140590652,3.553845950624581,3.2567102844634372,3.620127164097497,4.608690016050824,2.972054542225441,1.28159751301479,1.3722541060744067,1.3828870930337904,1.348623450370788,0.09803921568627451,0.0,0.0,0.08496732026143791,0.09803921568627451,0.013071895424836602,0.0,0.0196078431372549,0.026143790849673203,0.13071895424836602,0.07189542483660132,0.058823529411764705,0.013071895424836602,0.20915032679738563,0.026143790849673203,0.013071895424836602,0.0,0.0,0.006535947712418301,0.31361172119489744,0.3973323708011652,0.742170986907829,2.3092910368414166,1.536007420197013,1.7139492099220697,0.0,3.764013674658745,3.3672209442653225,2.293031493606071,1.1464856675438366,2.8856335109804054,3.5790329203283537,3.513813592908886,2.1429871657387047,2.8073536518604474,3.5856610759635417,4.550597280156391,3.1830356039411054,0.7081773785554202,0.9961477234143195,1.0737067434242846,0.4315624674309321,0.006535947712418301,0.026143790849673203,0.0,0.10457516339869281,0.08496732026143791,0.026143790849673203,0.0,0.026143790849673203,0.006535947712418301,0.026143790849673203,0.0392156862745098,0.0,0.013071895424836602,0.22875816993464054,0.09803921568627451,0.0,0.006535947712418301,0.013071895424836602,0.0,0.0
0.37367708300170316,0.49166172816667847,0.7028305028305027,1.878435669436111,1.3478482330819705,1.3965215168058525,0.0,4.238793169486601,4.216676206161655,2.031310192699841,1.9775486446942165,2.9514460139737135,4.14858546117297,4.370072871595094,3.3830238216537505,3.1066592122064685,4.369000318844224,5.035534329754723,3.491584583154914,1.38189102131193,1.8207869726435193,1.3690620482604168,0.9310928367331558,0.0,0.032679738562091505,0.0,0.0,0.04575163398692811,0.0392156862745098,0.013071895424836602,0.032679738562091505,0.0,0.013071895424836602,0.032679738562091505,0.032679738562091505,0.0,0.3006535947712418,0.12418300653594772,0.0,0.0,0.0,0.006535947712418301,0.2783266448777448,0.34429320054670604,0.7299203720256353,2.6825467725310777,1.9673609326046664,2.0463011978376127,0.0,3.8048336161741543,2.5953354479821242,2.076288671794768,0.804673792389747,1.9154388194096512,2.293150329627654,3.195495013934747,0.8081027756215339,2.313230300262409,3.062272771168773,4.746411192578547,2.2536922546585716,1.3735343100933433,0.808529152627696,1.6242624950260987,0.7201639193366891,0.0,0.0,0.0,0.16993464052287582,0.04575163398692811,0.09803921568627451,0.006535947712418301,0.013071895424836602,0.0,0.07189542483660132,0.0,0.006535947712418301,0.0196078431372549,0.013071895424836602,0.19607843137254902,0.006535947712418301,0.0,0.026143790849673203,0.05228758169934641,0.0
0.3783952980689877,0.4923567009375794,0.7197255960413856,1.8710233176451436,1.4345017709768688,1.0114435083899398,0.0,4.121222927447792,4.752327348879536,1.2929316115025693,1.8577997417666645,4.1946940944471525,4.744702046018449,4.23779355510619,3.5921926884955147,3.6062194420470703,3.466385910593478,4.843243223552804,3.598620524091863,1.1741283949061845,1.1702338644551353,1.1934933923795716,1.9266170884634966,0.0196078431372549,0.006535947712418301,0.0,0.14379084967320263,0.0784313725490196,0.0196078431372549,0.0,0.006535947712418301,0.0,0.006535947712418301,0.032679738562091505,0.0,0.006535947712418301,0.20915032679738563,0.0784313725490196,0.006535947712418301,0.0,0.0,0.0784313725490196,0.3180639727016686,0.47267153456359345,0.7811083653188917,2.4433423209798923,1.2015062485814318,1.1974634604074499,0.2111451808680766,3.1540771756260084,3.9293156175629154,0.5320051310922491,1.4334233841147694,3.2896485942063305,4.214028882966446,3.8200942007479757,3.066848720216484,3.347535073526075,3.7714739264545427,4.295030014500049,2.901381135409627,0.4648202169626174,1.7474856699176513,0.7854760047844163,0.5300695948851539,0.0,0.058823529411764705,0.0,0.18300653594771243,0.032679738562091505,0.0,0.0,0.058823529411764705,0.05228758169934641,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.013071895424836602,0.24836601307189543,0.032679738562091505,0.0,0.0,0.0,0.0,0.0
0.6509583430386116,0.7837716542532145,0.5834536808221019,0.9609104871241879,2.6185180908699817,4.726134143760457,0.5276177588292993,0.9478501200640791,8.20560238374434,6.9627267241278945,8.214930150278999,6.995930011851842,3.113890117108898,8.40494933568295,7.968749105969023,0.484166909553912,3.870876252330794,7.989701519905119,0.0,8.636871822021009,5.35416827248598,4.80956862074378,0.0,0.09803921568627451,0.0,0.0,0.09803921568627451,0.0,0.0784313725490196,0.0,0.0196078431372549,0.0,0.18300653594771243,0.0,0.0,0.013071895424836602,0.0196078431372549,0.0,0.0784313725490196,0.013071895424836602,0.0392156862745098,0.0,0.6002662756537682,0.5447174115702655,0.5994683678894206,0.9992516499508467,2.3564863390660005,5.911465849866082,0.9438392219026135,1.416265324534305,8.15740129709737,6.881696351545994,8.23207069846543,4.370135877702142,2.502305267560926,8.12482511692586,7.255371455049821,0.0,4.169628568369758,7.771277562257887,0.0,5.192394598276309,3.630233043175047,5.921349468424433,0.0,0.04575163398692811,0.058823529411764705,0.0,0.0,0.0,0.0392156862745098,0.006535947712418301,0.013071895424836602,0.0,0.013071895424836602,0.006535947712418301,0.0,0.05228758169934641,0.026143790849673203,0.0,0.0,0.0,0.08496732026143791,0.0,0.0
0.756993618714452,0.7462518780916315,0.5817650186071238,0.7509235496887697,1.2641012704271928,5.662678949901762,0.0,1.1984184331678562,9.15372548669261,7.884250161276215,9.087185499216154,8.863972976380653,3.4092078968533097,9.556988309035855,9.496422412491658,2.4827932675913473,3.864651207559932,8.545936878931936,0.0,8.862612219216112,7.977920350406762,7.154254063445007,0.0,0.013071895424836602,0.0,0.0,0.013071895424836602,0.006535947712418301,0.0,0.0,0.13725490196078433,0.0,0.0,0.026143790849673203,0.06535947712418301,0.05228758169934641,0.04575163398692811,0.0,0.006535947712418301,0.05228758169934641,0.0,0.0,0.605708960041461,0.6836373720144081,0.7030121924858765,1.0530331756466642,1.4380632127291886,5.827250070313604,0.4838735178903184,0.8820956739988413,8.37014444202647,6.342352427321243,7.613750596967318,5.014657440864252,1.589237785533773,8.53040029901663,7.723012815094511,1.3914440617706916,3.5909476257466495,8.119825883899532,0.0,6.956596124151345,4.456315380003087,5.257869128394192,0.0,0.0,0.10457516339869281,0.0,0.0,0.0196078431372549,0.058823529411764705,0.0,0.013071895424836602,0.0,0.11111111111111112,0.06535947712418301,0.006535947712418301,0.0392156862745098,0.05228758169934641,0.0,0.026143790849673203,0.0,0.0,0.0,0.0
0.7561467551217257,0.5956731188272233,0.686067149225044,0.7006325764951202,0.0,5.243433879534565,0.0,1.754595535448988,9.802247885263531,7.9419444865927815,9.051151723054364,9.222837423359078,4.876933897094352,10.114425194027117,9.528141767515388,1.1927223663721311,3.326461425273491,7.974588158779028,0.0,9.553321276950529,7.9786467190404045,6.7868004684924275,0.0,0.0,0.0,0.0,0.006535947712418301,0.006535947712418301,0.0,0.0,0.058823529411764705,0.0,0.09803921568627451,0.006535947712418301,0.0,0.0,0.0,0.0,0.026143790849673203,0.032679738562091505,0.013071895424836602,0.0,0.6556827865324163,0.6178806747816874,0.6303167592641277,0.8968976309230728,0.5338459299034409,4.522556199345597,0.0,2.12965226660486,8.278699910768818,6.781024143313151,8.01289602428321,7.983116192846586,2.936983085748514,9.07415963870573,7.770227638559978,1.5748408530767217,3.2823332126703466,8.156933641775206,0.0,8.393996034925978,5.2946946493361065,5.7582651196092085,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.06535947712418301,0.0,0.032679738562091505,0.05228758169934641,0.006535947712418301,0.0196078431372549,0.09150326797385622,0.0,0.05228758169934641,0.006535947712418301,0.032679738562091505,0.0,0.0
