,C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
C3,1.0,0.6568562995127027,0.7004716491513149,0.7965843425187799,0.948581456925175,0.9449148435379754,0.7659028347621768,0.8682629612534121,0.9259535065988725,0.9676303545090316,0.8095064867740127,0.7571618690808214,0.27520356759983,0.9227109785841666,0.6668649450770567,0.1453429645473303,0.7308362052636433,0.9259158514437668,0.7031101433330225
C4,0.6568562995127027,1.0,0.7191836081585317,0.6118573291224342,0.7311606330619477,0.6714638044563576,0.7153222351911449,0.6320087983350654,0.676243957852605,0.6150594102409063,0.7192447567004461,0.5719084864198776,0.15052380041479985,0.7576346615250203,0.5041584795065156,0.2980667539269751,0.4896910551969062,0.5305253561382184,0.5975052184647065
Cz,0.7004716491513149,0.7191836081585317,1.0,0.5901712909719986,0.8348237915367877,0.8301324443766714,0.7281614311811815,0.7813074544724803,0.8349259446894481,0.6316772275429161,0.9374872056092239,0.6257619535111175,0.10446271382566849,0.8437648599892145,0.5047085130749116,0.5322970815874783,0.6237002083225095,0.5187491806021399,0.8821423149381179
F3,0.7965843425187799,0.6118573291224342,0.5901712909719986,1.0,0.7429779589930839,0.7512386425988424,0.6830251501462248,0.7624308474680701,0.7460548359310889,0.8326653634230824,0.6481283155882668,0.7340214147509535,0.3113076634435454,0.7959333719186834,0.670402407524434,0.12890303100850106,0.6754713063287241,0.7359221619514291,0.5620089398956766
F4,0.948581456925175,0.7311606330619477,0.8348237915367877,0.7429779589930839,1.0,0.9698430344464768,0.8040857470389371,0.8940147592752373,0.9505315172418799,0.8845716474998533,0.9158433531234287,0.7370946549127789,0.2035831790914877,0.9414646781432704,0.6052558670211453,0.25854670273630775,0.7353347552393822,0.8214466737811053,0.8209542305069172
F7,0.9449148435379754,0.6714638044563576,0.8301324443766714,0.7512386425988424,0.9698430344464768,1.0,0.7701546691979656,0.9259948187873586,0.9752348586206143,0.8960471641645368,0.9298190714564681,0.7448383145503162,0.1930991252018665,0.9347108324417261,0.5753335685406774,0.26569914606154377,0.770938360524978,0.8161003137019867,0.8447641469520705
F8,0.7659028347621768,0.7153222351911449,0.7281614311811815,0.6830251501462248,0.8040857470389371,0.7701546691979656,1.0,0.7214222407814054,0.7644843845366371,0.7545516940760303,0.7251536022663116,0.7232576815993718,0.24793209211967396,0.8297555128597264,0.6658910662605387,0.2268087602678541,0.6815213018356232,0.6231564724169644,0.6662934800603824
Fp1,0.8682629612534121,0.6320087983350654,0.7813074544724803,0.7624308474680701,0.8940147592752373,0.9259948187873586,0.7214222407814054,1.0,0.9141306487237866,0.8239854826620006,0.8817202290293029,0.6944316289886009,0.17395513925507888,0.8610757603915867,0.5117903846641472,0.26357903330583565,0.7169100588856309,0.7387912661318738,0.8107404799900195
Fp2,0.9259535065988725,0.676243957852605,0.8349259446894481,0.7460548359310889,0.9505315172418799,0.9752348586206143,0.7644843845366371,0.9141306487237866,1.0,0.8777548200929349,0.9298567808475481,0.7401696462234493,0.18781446054295164,0.927365178700131,0.5663819689630538,0.2871496036590633,0.7521100872624535,0.7916986350812995,0.8437156320047129
Fz,0.9676303545090316,0.6150594102409063,0.6316772275429161,0.8326653634230824,0.8845716474998533,0.8960471641645368,0.7545516940760303,0.8239854826620006,0.8777548200929349,1.0,0.7371210088433504,0.7822252340639412,0.34649977445604035,0.9005836189467019,0.7250411804133199,0.11057898219804847,0.7634444840593085,0.9216486854564054,0.6366200795752247
O1,0.8095064867740127,0.7192447567004461,0.9374872056092239,0.6481283155882668,0.9158433531234287,0.9298190714564681,0.7251536022663116,0.8817202290293029,0.9298567808475481,0.7371210088433504,1.0,0.6712398373763223,0.12897687574741604,0.8955285006611222,0.47893102905824997,0.43930451641545293,0.6786527410725297,0.6465476561466712,0.8886992467556607
O2,0.7571618690808214,0.5719084864198776,0.6257619535111175,0.7340214147509535,0.7370946549127789,0.7448383145503162,0.7232576815993718,0.6944316289886009,0.7401696462234493,0.7822252340639412,0.6712398373763223,1.0,0.21327879452761936,0.8423688879687087,0.6036089987686181,0.23948430308043098,0.7026468890240113,0.6540796531989325,0.5444809767635514
P3,0.27520356759983,0.15052380041479985,0.10446271382566849,0.3113076634435454,0.2035831790914877,0.1930991252018665,0.24793209211967396,0.17395513925507888,0.18781446054295164,0.34649977445604035,0.12897687574741604,0.21327879452761936,1.0,0.21301684427302434,0.522174511009009,0.13521201637149408,0.26948745051677186,0.33587151670458393,0.11613479776058148
P4,0.9227109785841666,0.7576346615250203,0.8437648599892145,0.7959333719186834,0.9414646781432704,0.9347108324417261,0.8297555128597264,0.8610757603915867,0.927365178700131,0.9005836189467019,0.8955285006611222,0.8423688879687087,0.21301684427302434,1.0,0.6903078941010392,0.30399966228718023,0.7367915531289444,0.7830469242156983,0.7526065317202888
Pz,0.6668649450770567,0.5041584795065156,0.5047085130749116,0.670402407524434,0.6052558670211453,0.5753335685406774,0.6658910662605387,0.5117903846641472,0.5663819689630538,0.7250411804133199,0.47893102905824997,0.6036089987686181,0.522174511009009,0.6903078941010392,1.0,0.07086533471843462,0.5203055642628912,0.6301633909886634,0.4473490827598198
T3,0.1453429645473303,0.2980667539269751,0.5322970815874783,0.12890303100850106,0.25854670273630775,0.26569914606154377,0.2268087602678541,0.26357903330583565,0.2871496036590633,0.11057898219804847,0.43930451641545293,0.23948430308043098,0.13521201637149408,0.30399966228718023,0.07086533471843462,1.0,0.18083331016797008,0.054516308765827685,0.38871427940232844
T4,0.7308362052636433,0.4896910551969062,0.6237002083225095,0.6754713063287241,0.7353347552393822,0.770938360524978,0.6815213018356232,0.7169100588856309,0.7521100872624535,0.7634444840593085,0.6786527410725297,0.7026468890240113,0.26948745051677186,0.7367915531289444,0.5203055642628912,0.18083331016797008,1.0,0.6425139628656574,0.6737414191716866
