PLI_alpha_cost,PLI_alpha_lungime_medie,PLI_alpha_coeficient_clusterizare,PLI_alpha_eficienta_globala,PLI_beta_cost,PLI_beta_lungime_medie,PLI_beta_coeficient_clusterizare,PLI_beta_eficienta_globala,WPLI_alpha_cost,WPLI_alpha_lungime_medie,WPLI_alpha_coeficient_clusterizare,WPLI_alpha_eficienta_globala,WPLI_beta_cost,WPLI_beta_lungime_medie,WPLI_beta_coeficient_clusterizare,WPLI_beta_eficienta_globala,coherence_alpha_cost,coherence_alpha_lungime_medie,coherence_alpha_coeficient_clusterizare,coherence_alpha_eficienta_globala,coherence_beta_cost,coherence_beta_lungime_medie,coherence_beta_coeficient_clusterizare,coherence_beta_eficienta_globala,emotie
0.0728468030404649,0.0985101642996379,0.4640166850693166,11.723047431492937,0.0663352599493903,0.1014428432191589,0.4472276261749946,11.935747403300546,0.0900278902870958,0.1266749804186417,0.3780663780663781,8.99128651164443,0.0821616827167649,0.1252729044243669,0.4496097469781681,9.481489430433324,0.41118629354072,0.5271720900535073,0.7491873623452571,1.7369664453947802,0.3162927582087976,0.3357470721059922,0.6919232813969656,2.14342637962158,0.0
0.0743724120082815,0.112593404808317,0.4814916078073972,10.266293943261378,0.0694160997732425,0.1001650538382993,0.5211966396176922,11.657608860691616,0.0921155752836098,0.1393159292433096,0.5649996202627782,8.29204820002499,0.0827237822283571,0.1175539421051266,0.5098349019401651,9.9930129403049,0.3476427499029592,0.5250622030049769,0.6459254196096301,2.2120493599342788,0.3157911586166271,0.407084071025399,0.693467059256533,2.2707569542190384,0.0
0.0714640022675736,0.1023638378353289,0.4272841193893825,11.008876099743924,0.0498080572808833,0.0709615473869859,0.4419989367357789,15.986411737847687,0.0852634598051328,0.1248008966311657,0.4078187893977367,9.056188770862274,0.0625418362804131,0.0891573872135136,0.4577998025366446,12.679564282149878,0.3751306300681142,0.5722920775197253,0.7019375361480624,2.0278321234324257,0.3143461490881242,0.4657068776027095,0.7187096529201792,2.517527253465244,0.0
0.0850730388773866,0.1228751856493083,0.4749937197305618,9.207107702329434,0.0639233954451345,0.0865517381416503,0.4537074037074037,13.155857514299216,0.1053100378135341,0.1520149230156453,0.4435549830286672,7.468282458852184,0.0760828181099039,0.1039568475359934,0.48215994531784,10.98337573153552,0.433478125725213,0.59396150391908,0.6912812333864967,1.579068523557269,0.3513314022406765,0.4585524083329628,0.743787499050657,2.0067460947291176,0.0
0.1317791005291004,0.196666434605031,0.488467672678199,5.747843935805162,0.0633626639061421,0.0876801378446114,0.4057188425609478,12.926911043413371,0.1622692007081645,0.2477034783434511,0.4441292625503151,4.642369094111928,0.0769720504078754,0.1107932251618053,0.5120969673601253,10.297451950268814,0.3791513510370469,0.5771328086058873,0.6766917293233083,2.0025841977878662,0.3136117211948974,0.3973323708011652,0.742170986907829,2.309291036841417,0.0
0.1026641936968023,0.1593277174417524,0.5507854718381034,7.41123637800877,0.0543015034652358,0.0737042258423836,0.4462899673425989,15.790455217458383,0.1302584853386327,0.1940533342703185,0.5220671141723774,5.8851638463955815,0.0667230540946499,0.0905101599521979,0.4261758709127131,12.623789219760884,0.3736770830017031,0.4916617281666784,0.7028305028305027,1.878435669436111,0.2783266448777448,0.344293200546706,0.7299203720256353,2.6825467725310777,0.0
0.1427061766735679,0.1762276060521674,0.4373129794182427,5.080277439953231,0.0674355158730158,0.0973933676784553,0.4518645097592466,11.68423632527917,0.170694637109155,0.2124232394719285,0.4744585823533191,4.187283299737391,0.0819415681595032,0.1196522343794228,0.4659755449229133,9.485630437592928,0.3783952980689877,0.4923567009375794,0.7197255960413856,1.871023317645144,0.3180639727016686,0.4726715345635934,0.7811083653188917,2.4433423209798923,0.0
0.122462330342765,0.174242028682818,0.4876862903178692,6.555897615434874,0.124266735679779,0.1647971201151025,0.4909774436090225,7.202330563617831,0.156999197508439,0.2247343301378025,0.5099298362456257,5.069103665785807,0.1481633679663968,0.1989145442106344,0.4729741019214704,5.990982544652755,0.6509583430386116,0.7837716542532145,0.5834536808221019,0.960910487124188,0.6002662756537682,0.5447174115702655,0.5994683678894206,0.9992516499508468,0.0
0.0891922590292154,0.1215756404901141,0.4830301277669698,9.373151257511458,0.1212474120082815,0.1262415297503016,0.5580775949197001,7.2285761644663795,0.1126908849109316,0.1519929281730448,0.4899062925378715,7.5059724614754915,0.1469797694886869,0.1542772404165321,0.5579461474198315,5.872050315340784,0.756993618714452,0.7462518780916315,0.5817650186071238,0.7509235496887697,0.605708960041461,0.6836373720144081,0.7030121924858765,1.0530331756466642,0.0
0.0891563146997928,0.1303693260930102,0.4618586092270302,8.90534106170839,0.0514902518978605,0.0712211663417803,0.4872732530627268,16.160213088348147,0.1087014496823616,0.1505671181523002,0.4361203124361019,7.46074146758357,0.0655626890752456,0.0900353265988844,0.4932555748345222,12.735909219040511,0.7561467551217257,0.5956731188272233,0.686067149225044,0.7006325764951202,0.6556827865324163,0.6178806747816874,0.6303167592641277,0.8968976309230728,0.0
0.0744550839659534,0.1018126914508492,0.4296536796536796,11.296365260388734,0.0314369105129974,0.0431794184535411,0.3622085516822359,26.1164471988674,0.1035044441740822,0.120683374336712,0.4651667046403889,7.554000789630855,0.0398564460809771,0.0551942005759291,0.4554206027890238,20.701086000759297,0.8168062976763448,0.5294311072860174,0.650520239993924,0.5924903357551321,0.8132514114608482,0.5159343753277357,0.6444730707888603,0.5904761608991286,0.0
0.0871865654474349,0.1229665599183142,0.4102187286397812,9.321817404858043,0.0400970804988661,0.0572438039543302,0.4023429786587681,19.653332139666823,0.1123226844294423,0.1606396185626412,0.4247132983975089,7.263708641261942,0.0497660540755345,0.0731675146169714,0.4073040994093625,15.681788553422775,0.6613090594550904,0.640050711331873,0.6440457203615098,0.8857760253632424,0.6632758923917493,0.5317353770717532,0.6074241547925758,0.7988685878955163,0.0
0.0748360938578329,0.1050760582010581,0.4866630445577814,10.986039065746732,0.0295882936507936,0.0431417084377609,0.4395989974937344,26.06647148185287,0.0989253158743718,0.136338303223235,0.4415128730918205,8.360459138146075,0.0340326244144523,0.0506542570043684,0.402726513252829,22.4181015093105,0.7192830801654214,0.5903670037940244,0.6106557185504554,0.7305812337317477,0.7650965284372189,0.64045460007685,0.6058900164163322,0.6736345096322782,0.0
0.081125992063492,0.1126862294625451,0.5071618440039493,10.186073475098924,0.0560731538992408,0.0878962452427364,0.4497525865946918,13.054379120411545,0.111579491156706,0.1652884130185533,0.4906111432427221,7.117421603689752,0.0643436430336106,0.0976102494551513,0.436497420707947,11.541698980889809,0.7130327395750706,0.6935267851477152,0.6294930215982847,0.8083376791683677,0.7028746425127244,0.5621297579900729,0.5974218763692448,0.7521782274181351,0.0
0.0855978260869564,0.12427335700362,0.4923786739576212,9.355333554096765,0.052125850340136,0.0800017984776755,0.4861357940305308,14.65311540349486,0.1052876219934617,0.1475697082935287,0.4700805042910305,7.658479732910519,0.0626026068958783,0.0688848902954731,0.4959747854484697,10.33315820537482,0.607697106974766,0.5444203415693892,0.6893065998329156,1.0038840205296649,0.7199867713351259,0.5850079687227464,0.592944774523722,0.72909121477013,0.0
0.0754363641591902,0.1036387264457439,0.5471765077028234,11.008188314717444,0.0513500690131124,0.0748906409542373,0.4489884384621226,15.23834429165576,0.0982792200468785,0.1371711842748634,0.5003665924718557,8.268808466753434,0.0614803017521796,0.087651007746358,0.4138376243639402,12.994816890720523,0.7865156443578947,0.7548175111737664,0.6785588680325523,0.7266588591832821,0.7743376984020248,0.6067184863561917,0.6784198257882469,0.6812624219785512,0.0
0.0644980997093672,0.0918761022927689,0.4987433619012565,12.35359864235401,0.0455250850340135,0.0633267195767195,0.5045645874593243,17.79047141940347,0.0817614422404242,0.117883844341281,0.4376395534290271,9.516697221123357,0.0585616662084641,0.0798004959586335,0.4813620589936379,14.188691282010126,0.8456530685126735,0.8211420599353098,0.6648561964351437,0.6668371098111473,0.7586211741320972,0.8461098355760338,0.7102380076064286,0.8341629892998893,0.0
